Source;Type;Target;Weight
Dvoretskij;Undirected;PuzatyjDvoretskij;1
ChuzhojSluga;Undirected;Grigorij;1
ChuzhojLakej;Undirected;Ivan;2
Gospodin;Undirected;GospodinVShube;1
ChuzhojLakej;Undirected;ChuzhojSluga;1
Grigorij;Undirected;Ivan;3
GospodinVShube;Undirected;Grigorij;1
ChuzhojSluga;Undirected;Ivan;1
Barin;Undirected;Grigorij;1
Gospodin;Undirected;Grigorij;1
Annushka;Undirected;Dvoretskij;1
ChuzhojSluga;Undirected;Petr;1
Barin;Undirected;ChuzhojLakej;1
Ivan;Undirected;Petr;1
Dvoretskij;Undirected;Grigorij;1
ChuzhojLakej;Undirected;Grigorij;4
ChuzhojLakej;Undirected;Petr;1
Devushka;Undirected;Grigorij;1
Grigorij;Undirected;Petr;1
Grigorij;Undirected;PuzatyjDvoretskij;1
Devushka;Undirected;Ivan;1
