Source;Type;Target;Weight
Ivan;Undirected;Zhid;1
Alber;Undirected;Ivan;1
Alber;Undirected;Zhid;1
Baron;Undirected;Gertsog;1
Alber;Undirected;Gertsog;1
Alber;Undirected;Baron;1
