Source;Type;Target;Weight
Brigadir;Undirected;Dobroljubov;4
Sluga;Undirected;Sovetnitsa;1
Dobroljubov;Undirected;Sovetnitsa;8
Brigadirsha;Undirected;Syn;10
Sluga;Undirected;Sovetnik;1
Brigadir;Undirected;Syn;10
Brigadir;Undirected;Sluga;1
Sofja;Undirected;Sovetnik;6
Sofja;Undirected;Syn;5
Sluga;Undirected;Syn;1
Brigadir;Undirected;Sovetnitsa;11
Brigadirsha;Undirected;Sluga;1
Brigadirsha;Undirected;Sofja;5
Sofja;Undirected;Sovetnitsa;7
Brigadir;Undirected;Sovetnik;8
Brigadirsha;Undirected;Sovetnik;6
Sovetnik;Undirected;Sovetnitsa;9
Sovetnik;Undirected;Syn;7
Brigadirsha;Undirected;Sovetnitsa;7
Sluga;Undirected;Sofja;1
Dobroljubov;Undirected;Syn;5
Dobroljubov;Undirected;Sofja;7
Brigadirsha;Undirected;Dobroljubov;4
Dobroljubov;Undirected;Sovetnik;6
Brigadir;Undirected;Sofja;5
Sovetnitsa;Undirected;Syn;14
Brigadir;Undirected;Brigadirsha;6
