Source;Type;Target;Weight
ElenaAndreevna;Undirected;Telegin;4
Rabotnik;Undirected;Sonja;1
Astrov;Undirected;Telegin;4
ElenaAndreevna;Undirected;Serebrjakov;8
ElenaAndreevna;Undirected;GolosStorozha;1
Marina;Undirected;Sonja;6
MarijaVasilevna;Undirected;Telegin;3
Astrov;Undirected;ElenaAndreevna;6
Astrov;Undirected;Rabotnik;2
Marina;Undirected;Serebrjakov;1
Sonja;Undirected;Telegin;3
MarijaVasilevna;Undirected;Vojnitskij;5
Astrov;Undirected;Serebrjakov;1
MarijaVasilevna;Undirected;Sonja;3
Marina;Undirected;Telegin;2
Serebrjakov;Undirected;Telegin;4
Astrov;Undirected;Sonja;7
Astrov;Undirected;Marina;5
Sonja;Undirected;Vojnitskij;12
ElenaAndreevna;Undirected;MarijaVasilevna;4
Serebrjakov;Undirected;Vojnitskij;7
MarijaVasilevna;Undirected;Serebrjakov;3
Serebrjakov;Undirected;Sonja;8
MarijaVasilevna;Undirected;Marina;1
ElenaAndreevna;Undirected;Sonja;11
Astrov;Undirected;MarijaVasilevna;3
Telegin;Undirected;Vojnitskij;8
ElenaAndreevna;Undirected;Vojnitskij;12
Astrov;Undirected;Vojnitskij;11
Marina;Undirected;Vojnitskij;4
