Source;Target;Weight
GospodinSDrugojStoronyGruppy;NevzrachnyjNoJadovitogoSvojstvaGospodin;1
DamaSrednegoSveta;GospodinHladnokrovnogoSvojstva;1
GospodinHladnokrovnogoSvojstva;ProstoVral;1
ChinovnikVazhnojNaruzhnosti;GolosVNarode;1
MolodenkijChinovnikUklonchivogoSvojstva;PervyjHoroshoOdetyj;1
DamaSrednegoSveta;PervyjOfitserIzTolpy;1
GolosGospodinaPooschritelnogoSvojstva;GospodinSVesom;1
DamaSrednegoSveta;VtorojOfitserIzTolpy;1
GolosDrugogoChinovnikaIzTolpy;GolosVOdnomkontseTolpy;1
ChinovnikRazgovorchivogoSvojstva;MolodenkijChinovnikUklonchivogoSvojstva;1
GospodinPolozhitelnogoSvojstva;TretijGospodin;1
OdinIzGospod;OdinIzNaroda;1
TretijVprochemBlagorodnyj;VtorojVprochemBlagorodnyj;1
NeizvestnyjGolos;VtorojOfitserIzTolpy;1
GolosSerditogoChinovnikaNoKakVidnoOpytnogo;NeizvestnyjGolos;1
NeizvestnyjGolos;Neznakomets;1
GolosVOdnomkontseTolpy;Neznakomets;1
AvtorPesy;TozheSvetskijChelovekPoplotnee;1
ChinovnikVazhnojNaruzhnosti;GospodinHladnokrovnogoSvojstva;1
MolodajaDama;MuzhPervojDamy;1
ChinovnikVazhnojNaruzhnosti;GolosVDrugomKontse;1
Drugoj;GospodinBezzabotnyjNaschetliteratury;1
MuzhVtorojDamy;VtorajaDama;1
GolosVNarode;RaznyeGolosa;1
PervyjNaStorone;ProstoVral;1
ChinovnikRazgovorchivogoSvojstva;VtorojHoroshoOdetyj;1
KrasivyjIPlotnyjGospodin;RaznyeGolosa;1
NeizvestnyjGolos;VtorojGospodin;1
GospodinDobrodushnogoSvojstva;VtorojOfitserIzTolpy;1
GolosGospodinaPooschritelnogoSvojstva;GospodinSDrugojStoronyGruppy;1
OdinIzNaroda;OtstavshijChinovnik;1
AvtorPesy;OdinIzPrilichnoOdetyhLudei;1
GospodinHladnokrovnogoSvojstva;GospodinSVesom;1
GolosGospodinaPooschritelnogoSvojstva;GolosVDrugomKontse;1
GolosSerditogoChinovnikaNoKakVidnoOpytnogo;RaznyeGolosa;1
GospodinN;MuzhVtorojDamy;1
DobrodushnyjChinovnik;OdinIzNaroda;1
GolosDrugogoChinovnikaIzTolpy;NevzrachnyjNoJadovitogoSvojstvaGospodin;1
GolosSerditogoChinovnikaNoKakVidnoOpytnogo;GospodinSDrugojStoronyGruppy;1
PervyjOfitserIzTolpy;TretijGospodin;1
Kupets;PervyjOfitserIzTolpy;1
GospodinHladnokrovnogoSvojstva;NeizvestnyjGolos;1
GospodinDobrodushnogoSvojstva;Kupets;1
DamaSrednegoSveta;GolosDrugogoChinovnikaIzTolpy;1
GolosVOdnomkontseTolpy;ProstoVral;1
DamaSrednegoSveta;GospodinOtritsatelnogoSvojstva;1
GolosIzTolpy;KrasivyjIPlotnyjGospodin;1
GospodinOtritsatelnogoSvojstva;Ofitser;1
GospodinB;OchenSkromnoOdetyjChelovek;2
GospodinV;KnjazN;1
ChinovnikVazhnojNaruzhnosti;GospodinSVesom;1
ChinovnikVazhnojNaruzhnosti;Neznakomets;1
GospodinHladnokrovnogoSvojstva;PervyjOfitserIzTolpy;1
GolosVDrugomKontse;ProstoVral;1
GospodinHladnokrovnogoSvojstva;KrasivyjIPlotnyjGospodin;1
GospodinOtritsatelnogoSvojstva;NeznakomyjSosed;1
GolosSerditogoChinovnikaNoKakVidnoOpytnogo;Ofitser;1
GospodinSDrugojStoronyGruppy;NeizvestnyjGolos;1
GospodinDobrodushnogoSvojstva;GospodinHladnokrovnogoSvojstva;1
GolosVDrugomKontse;VtorojGospodin;1
GolosVNarode;GospodinHladnokrovnogoSvojstva;1
