Source;Target;Weight
Elizaveta;Ksenija;2
Varvara;Zobunova;1
Donat;Pavlin;2
Elizaveta;Zobunova;1
Dostigaev;Varvara;2
Antonina;Zvontsov;2
Bulychov;Mokrousov;1
Antonina;Mokrousov;1
Bashkin;Shura;3
Glafira;Zvontsov;3
Taisja;Tjatin;1
Dostigaev;Laptev;1
Shura;Trubach;1
Elizaveta;Mokrousov;1
Shura;Varvara;3
Melanija;Shura;2
Antonina;Trubach;1
Dostigaev;Zvontsov;2
Dostigaev;Pavlin;2
Elizaveta;Varvara;2
Bulychov;Laptev;1
Ksenija;Laptev;1
Aleksej;Glafira;1
Bashkin;Laptev;1
Ksenija;Zvontsov;3
Donat;Elizaveta;1
Melanija;Propotej;1
Bashkin;Mokrousov;1
Shura;Zvontsov;3
Glafira;Pavlin;3
Laptev;Melanija;1
Melanija;Tjatin;2
Shura;Zobunova;1
Dostigaev;Trubach;1
Pavlin;Shura;3
Ksenija;Pavlin;3
Pavlin;Taisja;1
Bashkin;Donat;2
Ksenija;Zobunova;1
Propotej;Tjatin;1
Aleksej;Elizaveta;1
Shura;Tjatin;2
Elizaveta;Laptev;1
Bashkin;Dostigaev;2
Bulychov;Ksenija;3
Zobunova;Zvontsov;1
Aleksej;Melanija;1
Bulychov;Donat;2
Bulychov;Melanija;2
Pavlin;Trubach;1
Bashkin;Zvontsov;3
Aleksej;Ksenija;1
Pavlin;Zobunova;1
Trubach;Varvara;1
Bashkin;Glafira;3
Dostigaev;Propotej;1
Tjatin;Zobunova;1
Bulychov;Tjatin;2
Taisja;Varvara;1
Bulychov;Zobunova;1
Aleksej;Trubach;1
Dostigaev;Tjatin;2
Elizaveta;Melanija;2
Donat;Trubach;1
Doktor;Zvontsov;1
Donat;Dostigaev;1
Antonina;Bulychov;2
Ksenija;Trubach;1
Laptev;Trubach;1
Glafira;Shura;3
Elizaveta;Glafira;2
Laptev;Zvontsov;1
Bashkin;Bulychov;3
Antonina;Elizaveta;2
Ksenija;Shura;3
Melanija;Trubach;1
Bashkin;Melanija;2
Antonina;Glafira;2
Antonina;Shura;2
Elizaveta;Shura;2
Antonina;Dostigaev;2
Bashkin;Pavlin;3
Bashkin;Ksenija;3
Dostigaev;Melanija;2
Antonina;Melanija;2
Mokrousov;Propotej;1
Elizaveta;Taisja;1
Aleksej;Varvara;1
Laptev;Tjatin;1
Dostigaev;Taisja;1
Bashkin;Elizaveta;2
Dostigaev;Elizaveta;2
Doktor;Shura;1
Doktor;Pavlin;1
Doktor;Donat;1
Glafira;Mokrousov;1
Aleksej;Dostigaev;1
Elizaveta;Pavlin;2
Bulychov;Glafira;3
Bashkin;Tjatin;2
Donat;Tjatin;1
Taisja;Zvontsov;1
Bulychov;Shura;3
Propotej;Shura;1
Mokrousov;Pavlin;1
Laptev;Shura;1
Mokrousov;Tjatin;1
Tjatin;Trubach;1
Laptev;Pavlin;1
Pavlin;Zvontsov;3
Antonina;Tjatin;2
Propotej;Zvontsov;1
Bulychov;Propotej;1
Varvara;Zvontsov;3
Aleksej;Laptev;1
Glafira;Tjatin;2
Dostigaev;Ksenija;2
Elizaveta;Trubach;1
Bulychov;Elizaveta;2
Bulychov;Zvontsov;3
Antonina;Pavlin;2
Dostigaev;Shura;2
Doktor;Varvara;1
Propotej;Varvara;1
Antonina;Laptev;1
Tjatin;Zvontsov;2
Melanija;Pavlin;2
Melanija;Varvara;2
Aleksej;Antonina;1
Ksenija;Propotej;1
Donat;Zvontsov;2
Ksenija;Tjatin;2
Elizaveta;Zvontsov;2
Antonina;Zobunova;1
Melanija;Zobunova;1
Ksenija;Varvara;3
Elizaveta;Tjatin;2
Dostigaev;Zobunova;1
Bashkin;Taisja;1
Bulychov;Trubach;1
Donat;Laptev;1
Glafira;Taisja;1
Melanija;Zvontsov;2
Antonina;Taisja;1
Laptev;Varvara;1
Aleksej;Pavlin;1
Bulychov;Pavlin;3
Melanija;Mokrousov;1
Antonina;Ksenija;2
Aleksej;Zvontsov;1
Bulychov;Varvara;3
Tjatin;Varvara;2
Pavlin;Varvara;3
Dostigaev;Glafira;2
Pavlin;Propotej;1
Antonina;Varvara;2
Trubach;Zvontsov;1
Glafira;Propotej;1
Antonina;Bashkin;2
Aleksej;Bashkin;1
Bashkin;Varvara;3
Mokrousov;Shura;1
Bulychov;Doktor;1
Ksenija;Mokrousov;1
Taisja;Zobunova;1
Melanija;Taisja;1
Donat;Melanija;1
Mokrousov;Taisja;1
Propotej;Zobunova;1
Mokrousov;Zvontsov;1
Bashkin;Zobunova;1
Donat;Ksenija;2
Dostigaev;Mokrousov;1
Glafira;Trubach;1
Ksenija;Melanija;2
Aleksej;Shura;1
Bashkin;Trubach;1
Bashkin;Propotej;1
Doktor;Ksenija;1
Propotej;Taisja;1
Donat;Shura;2
Mokrousov;Zobunova;1
Glafira;Varvara;3
Glafira;Melanija;2
Donat;Glafira;2
Glafira;Laptev;1
Antonina;Donat;1
Donat;Varvara;2
Glafira;Ksenija;3
Glafira;Zobunova;1
Shura;Taisja;1
Doktor;Glafira;1
Bulychov;Dostigaev;2
Bulychov;Taisja;1
Aleksej;Tjatin;1
Aleksej;Donat;1
Aleksej;Bulychov;1
Elizaveta;Propotej;1
Ksenija;Taisja;1
Mokrousov;Varvara;1
Pavlin;Tjatin;2
Antonina;Propotej;1
Bashkin;Doktor;1
