Source;Target;Weight
MarijaVasilevna;Sonja;3
ElenaAndreevna;Vojnitskij;12
Astrov;MarijaVasilevna;3
Serebrjakov;Telegin;4
Marina;Vojnitskij;4
Astrov;Vojnitskij;11
ElenaAndreevna;Telegin;4
Marina;Telegin;2
Rabotnik;Sonja;1
Astrov;Telegin;4
Serebrjakov;Vojnitskij;7
Astrov;Sonja;7
Astrov;ElenaAndreevna;6
Sonja;Vojnitskij;12
Marina;Sonja;6
MarijaVasilevna;Telegin;3
MarijaVasilevna;Vojnitskij;5
MarijaVasilevna;Serebrjakov;3
Serebrjakov;Sonja;8
Astrov;Serebrjakov;1
Astrov;Rabotnik;2
Telegin;Vojnitskij;8
Sonja;Telegin;3
Astrov;Marina;5
MarijaVasilevna;Marina;1
ElenaAndreevna;MarijaVasilevna;4
ElenaAndreevna;GolosStorozha;1
ElenaAndreevna;Serebrjakov;8
ElenaAndreevna;Sonja;11
Marina;Serebrjakov;1
