Source;Target;Weight
Eletskij;Ivanov;2
PraskovjaIvanovna;Trembinskij;2
PraskovjaIvanovna;Tropachev;2
GolosaDevok;PraskovjaIvanovna;1
Eletskij;Olga;2
Kuzovkin;Trembinskij;2
Ivanov;Masha;1
Egor;Trembinskij;1
Olga;Petr;2
Trembinskij;Tropachev;2
DrugojGolos;Petr;1
Anpadist;Masha;1
Egor;GolosaDevok;1
Karpachov;Masha;1
DrugojGolos;PraskovjaIvanovna;1
Petr;Trembinskij;2
Eletskij;Kuzovkin;2
Petr;Tropachev;2
Karpachov;PraskovjaIvanovna;2
Egor;Olga;1
GolosaDevok;Trembinskij;1
Karpachov;Olga;2
Kuzovkin;Tropachev;2
Egor;Petr;1
Kuzovkin;Olga;2
Eletskij;Petr;2
Egor;Kuzovkin;1
Masha;Olga;1
Egor;Tropachev;1
Eletskij;PraskovjaIvanovna;2
Anpadist;GolosaDevok;1
Egor;PraskovjaIvanovna;1
Masha;PraskovjaIvanovna;1
Anpadist;Tropachev;1
Egor;Masha;1
Kuzovkin;Masha;1
Masha;Tropachev;1
GolosaDevok;Masha;1
Karpachov;Petr;2
Ivanov;Trembinskij;2
Petr;PraskovjaIvanovna;2
Masha;Petr;1
DrugojGolos;Karpachov;1
GolosaDevok;Olga;1
Anpadist;Ivanov;1
Egor;Karpachov;1
Egor;Ivanov;1
Karpachov;Tropachev;2
Karpachov;Trembinskij;2
Olga;Tropachev;2
Olga;Trembinskij;2
Anpadist;Trembinskij;1
GolosaDevok;Kuzovkin;1
Anpadist;DrugojGolos;1
DrugojGolos;Trembinskij;1
DrugojGolos;Egor;1
Ivanov;Olga;2
DrugojGolos;Ivanov;1
DrugojGolos;Kuzovkin;1
Eletskij;GolosaDevok;1
Ivanov;Petr;2
Kuzovkin;Petr;2
Eletskij;Masha;1
Ivanov;Kuzovkin;2
DrugojGolos;GolosaDevok;1
Anpadist;Kuzovkin;1
Anpadist;Petr;1
Anpadist;Eletskij;1
Egor;Eletskij;1
DrugojGolos;Olga;1
GolosaDevok;Ivanov;1
Anpadist;PraskovjaIvanovna;1
GolosaDevok;Tropachev;1
Ivanov;Karpachov;2
GolosaDevok;Petr;1
Olga;PraskovjaIvanovna;2
Anpadist;Egor;1
GolosaDevok;Karpachov;1
Kuzovkin;PraskovjaIvanovna;2
Ivanov;Tropachev;2
Anpadist;Karpachov;1
Karpachov;Kuzovkin;2
DrugojGolos;Eletskij;1
Ivanov;PraskovjaIvanovna;2
Eletskij;Karpachov;2
DrugojGolos;Tropachev;1
Masha;Trembinskij;1
Eletskij;Trembinskij;2
Eletskij;Tropachev;2
DrugojGolos;Masha;1
Anpadist;Olga;1
