Source;Target;Weight
Mamaj;Tamira;2
Kleona;Selim;3
Mamaj;Zaisan;4
Mamaj;Selim;1
Tamira;Vestnik_2;1
Nadir;Selim;4
Mamaj;Mumet;2
Mumet;Vestnik_1;1
Mumet;Nadir;4
Selim;Tamira;3
Narsim;Zaisan;1
Mumet;Selim;2
Kleona;Zaisan;2
Nadir;Zaisan;5
Kleona;Nadir;4
Mumet;Narsim;1
Kleona;Mamaj;2
Mumet;Zaisan;3
Mumet;Tamira;4
Kleona;Tamira;6
Selim;Zaisan;2
Narsim;Tamira;2
Mamaj;Nadir;2
Nadir;Narsim;1
Kleona;Mumet;1
Nadir;Tamira;3
Nadir;Vestnik_2;1
Narsim;Selim;2
Tamira;Zaisan;1
