Source;Target;Weight
Maksim;Studzinskij;1
Galanba;Myshlaevskij;1
Junkera;Studzinskij;1
TretijJunker;VtorojJunker;1
PervyjJunker;TretijJunker;1
Kirpatyj;VtorojJunker;1
Maksim;VtorojOfitser;1
TretijJunker;VtorojOfitser;1
Junkera;VtorojJunker;1
Galanba;VtorojJunker;1
Shervinskij;Shratt;1
Golosa;Telefonist;1
Dust;Shervinskij;1
Kirpatyj;Studzinskij;1
Shratt;Vrach;1
Galanba;Nikolka;1
PervyjOfitser;TretijJunker;1
Dezertir;Uragan;1
Lakej;Shervinskij;1
Junkera;Maksim;1
Dust;Shratt;1
Lakej;Shratt;1
Kirpatyj;TretijJunker;1
Nikolka;Shervinskij;3
TretijOfitser;VtorojOfitser;1
VtorojJunker;VtorojOfitser;1
Dezertir;Telefonist;1
Dust;Lakej;1
Telefonist;Uragan;1
Maksim;Uragan;1
Bolbotun;Uragan;1
ChelovekSKorzinoj;Dezertir;1
TretijOfitser;Uragan;1
Bolbotun;Golosa;1
Galanba;VtorojOfitser;1
PervyjJunker;VtorojOfitser;1
Maksim;PervyjOfitser;1
Elena;Studzinskij;3
Galanba;Maksim;1
Myshlaevskij;PervyjJunker;1
Aleksej;TretijJunker;1
Bolbotun;ChelovekSKorzinoj;1
Studzinskij;VtorojJunker;1
Getman;Vrach;1
Aleksej;TretijOfitser;1
Bolbotun;Dezertir;1
ChelovekSKorzinoj;Golosa;1
Lariosik;Nikolka;4
Nikolka;VtorojJunker;1
Getman;Lakej;1
Dezertir;Galanba;1
Elena;Nikolka;4
Elena;Lariosik;4
Kirpatyj;PervyjOfitser;1
PervyjOfitser;VtorojOfitser;1
Uragan;VtorojJunker;1
PervyjJunker;Studzinskij;1
Kirpatyj;PervyjJunker;1
TretijOfitser;VtorojJunker;1
PervyjOfitser;TretijOfitser;1
Galanba;TretijJunker;1
Nikolka;VtorojOfitser;1
Kirpatyj;Nikolka;1
Studzinskij;TretijJunker;1
ChelovekSKorzinoj;Galanba;1
Kirpatyj;Myshlaevskij;1
ChelovekSKorzinoj;Kirpatyj;1
Aleksej;Elena;2
Dezertir;Golosa;1
Aleksej;VtorojOfitser;1
PervyjJunker;PervyjOfitser;1
TretijJunker;Uragan;1
Studzinskij;Talberg;1
Galanba;Golosa;1
Elena;Shervinskij;3
PervyjOfitser;Studzinskij;1
Aleksej;VtorojJunker;1
Junkera;Kirpatyj;1
Lariosik;Shervinskij;3
Nikolka;TretijOfitser;1
Myshlaevskij;VtorojJunker;1
Kirpatyj;Uragan;2
Uragan;VtorojOfitser;1
Galanba;PervyjJunker;1
Aleksej;Talberg;1
Junkera;TretijOfitser;1
Galanba;PervyjOfitser;1
Galanba;TretijOfitser;1
TretijJunker;TretijOfitser;1
Bolbotun;Galanba;1
Junkera;PervyjOfitser;1
Aleksej;PervyjOfitser;1
Studzinskij;Uragan;1
Aleksej;Junkera;1
Studzinskij;TretijOfitser;1
Golosa;Uragan;1
Galanba;Uragan;2
Nikolka;PervyjJunker;1
Galanba;Junkera;1
Shervinskij;Talberg;1
Aleksej;Studzinskij;2
Kirpatyj;Maksim;1
Dust;Getman;1
Aleksej;PervyjJunker;1
ChelovekSKorzinoj;Uragan;1
Lakej;Vrach;1
Nikolka;Talberg;2
Aleksej;Uragan;1
Dezertir;Kirpatyj;1
Myshlaevskij;TretijOfitser;1
Kirpatyj;TretijOfitser;1
Nikolka;Uragan;1
Junkera;Myshlaevskij;1
Bolbotun;Telefonist;1
Aleksej;Nikolka;3
Elena;Myshlaevskij;4
Maksim;Nikolka;1
ChelovekSKorzinoj;Telefonist;1
Junkera;TretijJunker;1
Getman;Shratt;1
Galanba;Telefonist;1
Maksim;Myshlaevskij;1
Lariosik;Talberg;2
Shervinskij;Vrach;1
Golosa;Kirpatyj;1
Elena;Talberg;2
Maksim;TretijOfitser;1
PervyjOfitser;Uragan;1
Lariosik;Studzinskij;3
Maksim;TretijJunker;1
PervyjJunker;Uragan;1
Aleksej;Maksim;1
Shervinskij;Studzinskij;3
Junkera;PervyjJunker;1
Dust;Vrach;1
Junkera;Nikolka;1
Studzinskij;VtorojOfitser;1
PervyjOfitser;VtorojJunker;1
Junkera;Uragan;1
Bolbotun;Kirpatyj;1
Myshlaevskij;Shervinskij;3
Getman;Shervinskij;1
Maksim;PervyjJunker;1
Nikolka;Studzinskij;4
Nikolka;TretijJunker;1
Galanba;Studzinskij;1
Myshlaevskij;Nikolka;5
Aleksej;Kirpatyj;1
Myshlaevskij;Studzinskij;4
Aleksej;Myshlaevskij;3
PervyjJunker;VtorojJunker;1
Aleksej;Shervinskij;1
Aleksej;Galanba;1
Myshlaevskij;Talberg;2
Kirpatyj;VtorojOfitser;1
Galanba;Kirpatyj;2
Kirpatyj;Telefonist;1
Junkera;VtorojOfitser;1
Myshlaevskij;TretijJunker;1
Maksim;VtorojJunker;1
Myshlaevskij;PervyjOfitser;1
PervyjJunker;TretijOfitser;1
Aleksej;Lariosik;2
Lariosik;Myshlaevskij;4
Myshlaevskij;VtorojOfitser;1
Nikolka;PervyjOfitser;1
Myshlaevskij;Uragan;1
