Source;Target;Weight
GolosaVZale;Ivanov;1
Kosyh;VtorojGost;1
Sasha;TretijGost;1
Borkin;Ivanov;8
Kosyh;Shabelskij;1
Baryshni;Lebedev;1
AvdotjaNazarovna;Lebedev;4
Lebedev;ZinaidaSavishna;5
Egorushka;TretijGost;1
AvdotjaNazarovna;Shabelskij;1
AvdotjaNazarovna;Borkin;2
Kosyh;Sasha;1
Babakina;TretijGost;3
Borkin;ZinaidaSavishna;1
Shabelskij;ZinaidaSavishna;3
Baryshni;Borkin;1
Baryshni;ZinaidaSavishna;1
Babakina;Borkin;1
Lvov;Shabelskij;6
Ivanov;Shabelskij;6
AvdotjaNazarovna;Kosyh;2
Babakina;ZinaidaSavishna;5
Babakina;Lebedev;4
PerviyGost;VtorojGost;1
AvdotjaNazarovna;PerviyGost;4
AnnaPetrovna;Ivanov;3
PerviyGost;ZinaidaSavishna;2
Sasha;Shabelskij;4
TretijGost;VtorojGost;1
VtorojGost;ZinaidaSavishna;1
Egorushka;Kosyh;1
AvdotjaNazarovna;Ivanov;1
AvdotjaNazarovna;VtorojGost;1
Baryshni;Shabelskij;1
Borkin;Lvov;3
Babakina;Shabelskij;3
Borkin;Kosyh;1
AvdotjaNazarovna;Sasha;1
Babakina;Egorushka;1
Baryshni;Ivanov;1
Sasha;ZinaidaSavishna;4
AvdotjaNazarovna;ZinaidaSavishna;3
Borkin;Shabelskij;7
Kosyh;PerviyGost;2
Borkin;Sasha;3
PerviyGost;TretijGost;2
Ivanov;Sasha;10
Babakina;Ivanov;1
Lebedev;Shabelskij;8
Lebedev;TretijGost;2
TretijGost;ZinaidaSavishna;3
Lebedev;Sasha;7
AnnaPetrovna;Lvov;3
Lvov;Sasha;1
Egorushka;ZinaidaSavishna;1
Ivanov;Lvov;6
Kosyh;Lvov;2
Baryshni;Sasha;1
Kosyh;ZinaidaSavishna;2
GolosaVZale;Lebedev;1
Babakina;VtorojGost;1
Borkin;Lebedev;5
AnnaPetrovna;Borkin;2
AvdotjaNazarovna;TretijGost;3
AvdotjaNazarovna;Babakina;3
Egorushka;VtorojGost;1
Lebedev;Lvov;2
Ivanov;Lebedev;6
AnnaPetrovna;Shabelskij;3
Babakina;Lvov;1
Babakina;Kosyh;3
Lebedev;PerviyGost;1
Babakina;Sasha;3
AvdotjaNazarovna;Lvov;1
Kosyh;TretijGost;2
AvdotjaNazarovna;Egorushka;1
Kosyh;Lebedev;3
Egorushka;PerviyGost;1
Ivanov;ZinaidaSavishna;3
Babakina;PerviyGost;2
