Source;Target;Weight
Dramet;Fillida;3
Memnon;Polimnestor;3
Demofont;Fillida;4
Dramet;Kreuza;2
Demofont;Kreuza;2
Demofont;Memnon;1
Demofont;Dramet;2
Fillida;Iliona;2
Fillida;Memnon;3
Polimnestor;Vestnik;1
Dramet;Iliona;1
Fillida;Polimnestor;2
Demofont;Polimnestor;1
Fillida;Kreuza;5
Dramet;Memnon;2
Demofont;Iliona;2
Iliona;Vestnik;1
Kreuza;Memnon;1
Iliona;Memnon;4
Memnon;Vestnik;1
Iliona;Polimnestor;3
