Source;Target;Weight
Neoh;Skotinin;1
Neoh;Pimen;3
Kutejkin;Pimen;1
Kutejkin;Tsyfirkin;2
Paraskovja;Tsyfirkin;2
Skotinin;ZhenaPreslepa;3
Tsyfirkin;ZhenaPreslepa;2
Eremeevna;ZhenaPreslepa;4
Kutejkin;Skotinin;3
Eremeevna;Kutejkin;2
Eremeevna;Paraskovja;3
Eremeevna;Skotinin;2
Kutejkin;Paraskovja;2
Kutejkin;Preslep;3
Pimen;ZhenaPreslepa;4
Kutejkin;ZhenaPreslepa;3
Skotinin;Tsyfirkin;2
Pimen;Tsyfirkin;1
Preslep;Tsyfirkin;2
Paraskovja;ZhenaPreslepa;8
Paraskovja;Preslep;5
Eremeevna;Pimen;2
Pimen;Skotinin;1
Neoh;Preslep;2
Paraskovja;Skotinin;2
Neoh;Tsyfirkin;1
Neoh;Paraskovja;3
Eremeevna;Preslep;5
Pimen;Preslep;4
Neoh;ZhenaPreslepa;3
Preslep;Skotinin;3
Eremeevna;Neoh;1
Preslep;ZhenaPreslepa;7
Eremeevna;Tsyfirkin;2
Kutejkin;Neoh;1
Paraskovja;Pimen;4
