Source;Target;Weight
Gorskij;Sluga;1
Gorskij;GospozhaLibanova;6
MademoiselleBienaime;Muhin;3
MademoiselleBienaime;Stanitsyn;1
Chuhanov;MademoiselleBienaime;1
Gorskij;MademoiselleBienaime;5
MademoiselleBienaime;Sluga;1
Dvoretskij;GospozhaLibanova;1
Gorskij;Stanitsyn;3
Muhin;Vera;6
GospozhaLibanova;MademoiselleBienaime;1
GospozhaLibanova;VarvaraIvanovna;4
Stanitsyn;Vera;2
GospozhaLibanova;Muhin;3
Chuhanov;Muhin;3
MademoiselleBienaime;Vera;3
Chuhanov;VarvaraIvanovna;3
Gorskij;Vera;8
Gorskij;VarvaraIvanovna;4
Chuhanov;Gorskij;4
Gorskij;Muhin;7
MademoiselleBienaime;VarvaraIvanovna;1
Sluga;Vera;1
VarvaraIvanovna;Vera;2
Muhin;Stanitsyn;1
Chuhanov;GospozhaLibanova;3
Chuhanov;Vera;2
Muhin;VarvaraIvanovna;3
GospozhaLibanova;Vera;2
