Source;Target;Weight
Berkutov;Lakej;2
Starosta;Stoljar;2
Podrjadchik;VtorojKrestjanin;1
Maljar;Podrjadchik;2
Berkutov;Pavlin;1
Berkutov;Lynjaev;4
Maljar;PervyjKrestjanin;1
Murzavetskij;Pavlin;3
PervyjKrestjanin;Podrjadchik;1
Berkutov;Kupavina;8
Chugunov;Kupavina;3
Chugunov;Podrjadchik;1
Maljar;Pavlin;2
Anfusa;Glafira;3
Lynjaev;Murzavetskij;1
Starosta;VtorojKrestjanin;1
Podrjadchik;Stoljar;2
Pavlin;Stoljar;2
Kupavina;Lakej;3
Anfusa;Murzavetskij;4
Maljar;VtorojKrestjanin;1
Kupavina;Pavlin;1
Lynjaev;Murzavetskaja;2
Glafira;Murzavetskaja;2
Chugunov;Glafira;1
Berkutov;Glafira;2
Pavlin;Podrjadchik;2
Chugunov;Stoljar;1
Chugunov;Starosta;1
Kupavina;Murzavetskaja;8
Kupavina;Murzavetskij;4
Pavlin;Vlas;1
PervyjKrestjanin;Starosta;1
Berkutov;Murzavetskaja;4
Anfusa;Pavlin;1
PervyjKrestjanin;VtorojKrestjanin;1
Anfusa;Chugunov;1
Berkutov;Chugunov;3
Maljar;Starosta;2
Glafira;Lynjaev;8
Glafira;Pavlin;2
Berkutov;Goretskij;1
Glafira;Goretskij;1
Anfusa;Murzavetskaja;6
Chugunov;Goretskij;1
Anfusa;Berkutov;3
Chugunov;Murzavetskij;2
Kupavina;Lynjaev;7
Chugunov;Lynjaev;1
Podrjadchik;Starosta;2
Chugunov;Pavlin;6
PervyjKrestjanin;Stoljar;1
Glafira;Kupavina;6
Pavlin;Starosta;2
Murzavetskaja;Murzavetskij;7
Anfusa;Kupavina;9
Murzavetskij;Vlas;1
Lynjaev;Pavlin;1
Pavlin;PervyjKrestjanin;1
Maljar;Stoljar;2
Lakej;Lynjaev;1
Glafira;Lakej;2
Stoljar;VtorojKrestjanin;1
Glafira;Murzavetskij;1
Goretskij;Lynjaev;1
Murzavetskaja;Pavlin;6
Chugunov;Maljar;1
Pavlin;VtorojKrestjanin;1
Anfusa;Lynjaev;8
Chugunov;Murzavetskaja;6
