Source;Target;Weight
Kutejkin;Prostakov;1
Milon;Starodum;8
Milon;Skotinin;8
Kutejkin;Starodum;1
Mitrofan;Pravdin;5
Tsyfirkin;Vralman;3
Pravdin;Sofja;11
Kutejkin;Sofja;1
Starodum;Tsyfirkin;1
Prostakov;Skotinin;9
Prostakov;Sofja;5
Eremeevna;Mitrofan;6
Eremeevna;Starodum;6
Sofja;Tsyfirkin;1
GospozhaProstakova;Trishka;1
Skotinin;Starodum;6
GospozhaProstakova;Mitrofan;10
Mitrofan;Trishka;1
Milon;Tsyfirkin;2
Pravdin;Skotinin;10
Mitrofan;Starodum;4
Prostakov;Tsyfirkin;1
Milon;Mitrofan;4
Mitrofan;Vralman;1
Milon;Prostakov;4
GospozhaProstakova;Tsyfirkin;5
Mitrofan;Skotinin;5
Milon;Sofja;8
Pravdin;Prostakov;6
Eremeevna;Tsyfirkin;3
Kutejkin;Mitrofan;4
Kutejkin;Tsyfirkin;7
Kutejkin;Vralman;3
Eremeevna;Vralman;1
Eremeevna;Skotinin;3
Pravdin;Starodum;13
Kamerdiner;Vralman;1
GospozhaProstakova;Prostakov;10
Milon;Pravdin;13
Eremeevna;Prostakov;3
Pravdin;Sluga;1
Mitrofan;Prostakov;5
Eremeevna;Kutejkin;3
Skotinin;Sofja;7
Eremeevna;Pravdin;6
GospozhaProstakova;Skotinin;9
GospozhaProstakova;Starodum;10
GospozhaProstakova;Kutejkin;5
Eremeevna;Milon;4
Sofja;Starodum;10
Starodum;Vralman;2
Prostakov;Starodum;4
GospozhaProstakova;Milon;7
Kamerdiner;Sofja;1
Eremeevna;Sofja;3
GospozhaProstakova;Pravdin;11
Kamerdiner;Starodum;2
Skotinin;Sluga;1
Mitrofan;Sofja;3
Eremeevna;GospozhaProstakova;9
Prostakov;Sluga;1
Pravdin;Tsyfirkin;2
GospozhaProstakova;Vralman;2
Kutejkin;Milon;2
GospozhaProstakova;Sofja;7
Milon;Vralman;1
Pravdin;Vralman;1
Mitrofan;Tsyfirkin;4
Kutejkin;Pravdin;2
