Source;Target;Weight
Hlestakov;OdinIzKuptsov;1
Kvartalnyj;Lekar;1
Gorodnichij;Pochtmejster;3
ArtemijFilippoovich;LukaLukich;1
Korobkin;MnogieIzGostej;2
ArtemijFilippovichZemljanika;OdnaIzDam;1
AnnaAndreevna;ZhenaLukiLukicha;1
ChastnyjPristav;Lulukov;1
Rastakovskij;ZhenaKorobkina;2
OdnaIzDam;ZhenaKorobkina;1
Bobchinskij;Svistunov;1
LukaLukich;Rastakovskij;2
ArtemijFilippoovich;ArtemijFilippovichZemljanika;1
AmmosFedorovichLjapkinTjapkin;ZhenaLukiLukicha;1
AmmosFedorovichLjapkinTjapkin;ChastnyjPristav;3
Gostja;Kuptsy;1
AmmosFedorovichLjapkinTjapkin;LukaLukich;5
ArtemijFilippovichZemljanika;MnogieIzGostej;2
ArtemijFilippovichZemljanika;Lekar;1
AmmosFedorovichLjapkinTjapkin;Pochtmejster;4
Rastakovskij;ZhenaLukiLukicha;1
LukaLukich;ZhenaKorobkina;2
GolosJamschika;MarjaAntonovna;1
OdnaIzDam;ZhenaLukiLukicha;1
Hlestakov;LukaLukich;2
Kuptsy;ZhenaKorobkina;1
Hlestakov;Kuptsy;2
AmmosFedorovichLjapkinTjapkin;Lulukov;1
ArtemijFilippovichZemljanika;Pochtmejster;3
AmmosFedorovichLjapkinTjapkin;Rastakovskij;3
AnnaAndreevna;Gostja;2
Gostja;LukaLukich;2
ArtemijFilippovichZemljanika;Svistunov;1
MnogieIzGostej;OdnaIzDam;1
AnnaAndreevna;ArtemijFilippovichZemljanika;2
LukaLukich;ZhenaLukiLukicha;2
Bobchinskij;Korobkin;2
Derzhimorda;Gorodnichij;1
ChastnyjPristav;Kuptsy;1
Bobchinskij;MnogieIzGostej;2
Gorodnichij;Hlestakov;7
LukaLukich;MnogieIzGostej;2
Kvartalnyj;Svistunov;1
Bobchinskij;LukaLukich;5
Gorodnichij;Korobkin;2
Bobchinskij;Dobchinskij;8
AmmosFedorovichLjapkinTjapkin;Gostja;2
AmmosFedorovichLjapkinTjapkin;AnnaAndreevna;2
Dobchinskij;LukaLukich;4
AmmosFedorovichLjapkinTjapkin;Bobchinskij;4
AnnaAndreevna;ChastnyjPristav;2
Dobchinskij;OdnaIzDam;1
Dobchinskij;Svistunov;1
Bobchinskij;Kvartalnyj;2
Bobchinskij;Kuptsy;1
AnnaAndreevna;Lulukov;1
AnnaAndreevna;Gorodnichij;10
Gostja;Pochtmejster;1
Gorodnichij;MnogieIzGostej;2
Pochtmejster;ZhenaLukiLukicha;1
Dobchinskij;MnogieIzGostej;2
ArtemijFilippovichZemljanika;Gorodnichij;5
Gostja;Korobkin;2
Hlestakov;Slesarsha;2
ArtemijFilippovichZemljanika;Kvartalnyj;1
Lulukov;MarjaAntonovna;1
ArtemijFilippovichZemljanika;Bobchinskij;6
Korobkin;ZhenaKorobkina;3
Bobchinskij;Pochtmejster;3
Kuptsy;Osip;2
Bobchinskij;MarjaAntonovna;2
Korobkin;Ljuljukov;1
AnnaAndreevna;LukaLukich;2
AmmosFedorovichLjapkinTjapkin;Kvartalnyj;1
Osip;Slesarsha;2
Hlestakov;Sluga;3
Lekar;LukaLukich;1
Dobchinskij;Korobkin;2
AnnaAndreevna;OdnaIzDam;1
MarjaAntonovna;ZhenaKorobkina;2
Korobkin;Lulukov;1
Dobchinskij;Gorodnichij;4
Dobchinskij;Hlestakov;2
Gostja;ZhenaKorobkina;2
Bobchinskij;Rastakovskij;2
Korobkin;Pochtmejster;1
ArtemijFilippovichZemljanika;Rastakovskij;3
Derzhimorda;Hlestakov;1
Lulukov;OdnaIzDam;1
ArtemijFilippovichZemljanika;Hlestakov;2
AmmosFedorovichLjapkinTjapkin;ArtemijFilippoovich;1
Gostja;ZhenaLukiLukicha;1
Korobkin;LukaLukich;2
Gostja;MnogieIzGostej;2
Bobchinskij;ZhenaKorobkina;2
ChastnyjPristav;LukaLukich;3
Gostja;Lulukov;1
AmmosFedorovichLjapkinTjapkin;Kuptsy;1
Korobkin;MarjaAntonovna;2
Dobchinskij;Kuptsy;1
MnogieIzGostej;ZhenaLukiLukicha;1
Korobkin;Kuptsy;1
MarjaAntonovna;Osip;2
Gorodnichij;MarjaAntonovna;6
MarjaAntonovna;ZhenaLukiLukicha;1
ChastnyjPristav;Lekar;1
OdnaIzDam;Pochtmejster;1
Pochtmejster;Rastakovskij;1
Derzhimorda;Osip;1
Gorodnichij;Sluga;1
Bobchinskij;ZhenaLukiLukicha;1
Gorodnichij;ZhenaKorobkina;2
Dobchinskij;Gostja;2
AnnaAndreevna;MarjaAntonovna;12
Hlestakov;UnterOfitsersha;2
Kuptsy;UnterOfitsersha;1
AnnaAndreevna;MnogieIzGostej;2
AmmosFedorovichLjapkinTjapkin;MarjaAntonovna;2
AnnaAndreevna;OdinIzKuptsov;1
Gorodnichij;Lekar;1
Gorodnichij;LukaLukich;6
ArtemijFilippoovich;Dobchinskij;1
ChastnyjPristav;MnogieIzGostej;2
ArtemijFilippoovich;Bobchinskij;1
MnogieIzGostej;Pochtmejster;1
Gorodnichij;ZhenaLukiLukicha;2
ChastnyjPristav;Gostja;2
GolosJamschika;Hlestakov;1
Bobchinskij;OdnaIzDam;1
AnnaAndreevna;Bobchinskij;2
AnnaAndreevna;Rastakovskij;2
GolosJamschika;Osip;1
OdinIzKuptsov;UnterOfitsersha;1
Slesarsha;UnterOfitsersha;2
AnnaAndreevna;Dobchinskij;3
ArtemijFilippovichZemljanika;Dobchinskij;5
AmmosFedorovichLjapkinTjapkin;Korobkin;2
Kuptsy;Lulukov;1
Hlestakov;Osip;7
Mishka;Osip;1
AmmosFedorovichLjapkinTjapkin;MnogieIzGostej;2
ArtemijFilippovichZemljanika;ZhenaKorobkina;2
Gorodnichij;Lulukov;1
LukaLukich;Pochtmejster;3
AnnaAndreevna;GolosJamschika;1
ArtemijFilippovichZemljanika;Lulukov;1
LukaLukich;Lulukov;1
Gorodnichij;Osip;2
AnnaAndreevna;Korobkin;2
Lulukov;ZhenaKorobkina;1
AnnaAndreevna;Osip;2
