Source;Target;Weight
GrafinjaBabushka;Zagoretskij;2
Lakej_4-2_1;Lakej_4-2_2;1
Famusov;Lizanka;2
Chatskij;PervajajaKnjazhna;1
Knjaginja;NataljaDmitrievna;3
GrafinjaBabushka;Knjaginja;1
Repetilov;VtorajajaKnjazhna;1
Hlestova;Molchalin;3
ChetviortajajaKnjazhna;GrafinjaVnuchka;1
Molchalin;TretjajaKnjazhna;1
GrafinjaVnuchka;PjatajajaKnjazhna;1
ChetviortajajaKnjazhna;Hlestova;2
Skalozub;VtorajajaKnjazhna;1
Knjaz;VtorajajaKnjazhna;2
Repetilov;Skalozub;1
Chatskij;Molchalin;4
Lakej_4-2_1;NataljaDmitrievna;1
Chatskij;Repetilov;2
PervajajaKnjazhna;Skalozub;1
Famusov;NataljaDmitrievna;2
Famusov;Sluga_2-3;1
ChetviortajajaKnjazhna;NataljaDmitrievna;2
PlatonMihajlovich;ShestajajaKnjazhna;1
PjatajajaKnjazhna;Skalozub;1
Chatskij;Zagoretskij;2
Knjaginja;Sofija;1
Famusov;Knjaz;1
Chatskij;Skalozub;5
Molchalin;ShestajajaKnjazhna;1
Repetilov;Zagoretskij;2
NataljaDmitrievna;PjatajajaKnjazhna;2
GrafinjaVnuchka;Knjaginja;3
Knjaginja;Repetilov;1
GrafinjaVnuchka;Skalozub;2
Famusov;PjatajajaKnjazhna;1
PervajajaKnjazhna;VtorajajaKnjazhna;3
NataljaDmitrievna;VtorajajaKnjazhna;2
Hlestova;Skalozub;3
LakejChatskogo;Sofija;1
Molchalin;PervajajaKnjazhna;1
Chatskij;ChetviortajajaKnjazhna;1
GrafinjaBabushka;Molchalin;1
PlatonMihajlovich;Sofija;2
PervajajaKnjazhna;Sofija;1
Knjaginja;Molchalin;2
Famusov;PervajajaKnjazhna;1
NataljaDmitrievna;Skalozub;2
Repetilov;TretjajaKnjazhna;1
Lizanka;Sofija;13
Molchalin;Zagoretskij;2
Famusov;Knjaginja;2
Hlestova;PlatonMihajlovich;2
Knjaginja;TretjajaKnjazhna;3
ChetviortajajaKnjazhna;Famusov;1
GrafinjaVnuchka;VtorajajaKnjazhna;1
Hlestova;NataljaDmitrievna;2
GD;Zagoretskij;1
GrafinjaVnuchka;Molchalin;2
Famusov;GrafinjaVnuchka;2
Hlestova;PervajajaKnjazhna;2
Chatskij;PjatajajaKnjazhna;1
ShestajajaKnjazhna;TretjajaKnjazhna;3
Knjaginja;ShestajajaKnjazhna;3
Hlestova;Knjaginja;3
PjatajajaKnjazhna;Sofija;1
PervajajaKnjazhna;Zagoretskij;2
Chatskij;Sluga_2-3;1
Famusov;ShestajajaKnjazhna;1
Lakej_4-4;Repetilov;1
PervajajaKnjazhna;ShestajajaKnjazhna;3
Lakej_4-2_2;PlatonMihajlovich;1
Famusov;Zagoretskij;2
GrafinjaVnuchka;TretjajaKnjazhna;1
Lizanka;Molchalin;4
GrafinjaVnuchka;Knjaz;1
Knjaginja;Zagoretskij;3
Molchalin;Skalozub;4
VtorajajaKnjazhna;Zagoretskij;2
Knjaz;NataljaDmitrievna;2
Skalozub;Sofija;4
Chatskij;VtorajajaKnjazhna;1
PjatajajaKnjazhna;PlatonMihajlovich;1
ChetviortajajaKnjazhna;PervajajaKnjazhna;3
NataljaDmitrievna;Sofija;1
Hlestova;Knjaz;1
Molchalin;PjatajajaKnjazhna;1
Famusov;Molchalin;4
Hlestova;Sofija;2
Knjaz;Sofija;1
PjatajajaKnjazhna;Repetilov;1
PjatajajaKnjazhna;TretjajaKnjazhna;3
GrafinjaBabushka;Knjaz;2
Knjaginja;Skalozub;2
Skalozub;TretjajaKnjazhna;1
Famusov;Sofija;4
GrafinjaBabushka;Skalozub;1
Knjaz;PlatonMihajlovich;1
Chatskij;Lakej_4-4;1
Molchalin;PlatonMihajlovich;2
ShestajajaKnjazhna;Zagoretskij;2
GrafinjaVnuchka;Hlestova;2
Hlestova;VtorajajaKnjazhna;2
ChetviortajajaKnjazhna;Molchalin;1
PjatajajaKnjazhna;VtorajajaKnjazhna;3
Lakej_4-2_2;NataljaDmitrievna;1
ChetviortajajaKnjazhna;TretjajaKnjazhna;3
Lakej_4-2_1;PlatonMihajlovich;1
Knjaginja;PervajajaKnjazhna;3
Sofija;Zagoretskij;2
Knjaz;PervajajaKnjazhna;2
GrafinjaVnuchka;ShestajajaKnjazhna;1
PervajajaKnjazhna;PjatajajaKnjazhna;3
Knjaginja;VtorajajaKnjazhna;3
Knjaz;TretjajaKnjazhna;2
ShestajajaKnjazhna;VtorajajaKnjazhna;3
Famusov;PlatonMihajlovich;2
PjatajajaKnjazhna;ShestajajaKnjazhna;3
GrafinjaBabushka;PjatajajaKnjazhna;1
Hlestova;Zagoretskij;3
GrafinjaVnuchka;PlatonMihajlovich;3
Chatskij;Knjaginja;2
Sofija;VtorajajaKnjazhna;1
Knjaginja;Knjaz;2
NataljaDmitrievna;ShestajajaKnjazhna;2
PlatonMihajlovich;TretjajaKnjazhna;1
Chatskij;TretjajaKnjazhna;1
GrafinjaBabushka;Hlestova;1
Knjaz;Zagoretskij;1
Chatskij;PlatonMihajlovich;3
ChetviortajajaKnjazhna;GrafinjaBabushka;1
Hlestova;PjatajajaKnjazhna;2
Chatskij;Famusov;6
GrafinjaVnuchka;Sofija;2
Knjaginja;PjatajajaKnjazhna;3
Chatskij;ShestajajaKnjazhna;1
Molchalin;Sofija;5
Chatskij;Sofija;13
Famusov;TretjajaKnjazhna;1
GrafinjaBabushka;VtorajajaKnjazhna;1
ChetviortajajaKnjazhna;PjatajajaKnjazhna;3
GrafinjaBabushka;ShestajajaKnjazhna;1
Skalozub;Zagoretskij;2
ChetviortajajaKnjazhna;Repetilov;1
TretjajaKnjazhna;VtorajajaKnjazhna;3
Lizanka;Skalozub;1
Hlestova;Repetilov;2
ChetviortajajaKnjazhna;ShestajajaKnjazhna;3
Sofija;TretjajaKnjazhna;1
GrafinjaBabushka;Sofija;1
Knjaz;ShestajajaKnjazhna;2
NataljaDmitrievna;TretjajaKnjazhna;2
ChetviortajajaKnjazhna;Sofija;1
PlatonMihajlovich;Zagoretskij;3
GrafinjaVnuchka;PervajajaKnjazhna;1
Famusov;GrafinjaBabushka;1
NataljaDmitrievna;Zagoretskij;2
TretjajaKnjazhna;Zagoretskij;2
ShestajajaKnjazhna;Sofija;1
Famusov;Skalozub;4
PlatonMihajlovich;Skalozub;2
ChetviortajajaKnjazhna;Knjaginja;3
Famusov;VtorajajaKnjazhna;1
Molchalin;NataljaDmitrievna;2
Knjaz;Molchalin;1
PjatajajaKnjazhna;Zagoretskij;2
Repetilov;ShestajajaKnjazhna;1
GrafinjaBabushka;NataljaDmitrievna;1
GD;GN;1
Chatskij;NataljaDmitrievna;3
ChetviortajajaKnjazhna;Knjaz;2
GrafinjaBabushka;PlatonMihajlovich;1
Famusov;Hlestova;4
Chatskij;Lizanka;6
Chatskij;LakejChatskogo;2
PlatonMihajlovich;VtorajajaKnjazhna;1
Hlestova;ShestajajaKnjazhna;2
NataljaDmitrievna;PervajajaKnjazhna;2
Knjaginja;PlatonMihajlovich;2
Chatskij;Hlestova;2
GrafinjaVnuchka;Zagoretskij;4
Knjaz;PjatajajaKnjazhna;2
GrafinjaBabushka;GrafinjaVnuchka;3
Chatskij;GrafinjaBabushka;1
GrafinjaBabushka;Lakej_4-1;1
PervajajaKnjazhna;TretjajaKnjazhna;3
ChetviortajajaKnjazhna;Zagoretskij;2
NataljaDmitrievna;PlatonMihajlovich;4
PervajajaKnjazhna;PlatonMihajlovich;1
GrafinjaBabushka;TretjajaKnjazhna;1
Molchalin;VtorajajaKnjazhna;1
ShestajajaKnjazhna;Skalozub;1
ChetviortajajaKnjazhna;PlatonMihajlovich;1
Chatskij;GrafinjaVnuchka;3
ChetviortajajaKnjazhna;Skalozub;1
PervajajaKnjazhna;Repetilov;1
ChetviortajajaKnjazhna;VtorajajaKnjazhna;3
Chatskij;Knjaz;1
GrafinjaBabushka;PervajajaKnjazhna;1
GrafinjaVnuchka;NataljaDmitrievna;2
Knjaz;Skalozub;1
Hlestova;TretjajaKnjazhna;2
GN;Sofija;1
GrafinjaVnuchka;Lakej_4-1;1
