Source;Target;Weight
Aleshka;KrivojZob;1
Bubnov;Nastja;3
Akter;Tatarin;2
Klesch;Nastja;2
Aleshka;Kvashnja;1
Bubnov;Tatarin;3
Nastja;Vasilisa;1
Kostylev;Nastja;2
Natasha;Pepel;1
Satin;Vasilisa;1
Natasha;Vasilisa;1
Kvashnja;Natasha;1
KrivojZob;Kvashnja;1
Akter;Satin;2
Akter;KrivojZob;1
Bubnov;Kostylev;2
Aleshka;Tatarin;2
Aleshka;Luka;1
Kostylev;Kvashnja;2
Kvashnja;Tatarin;1
Aleshka;Medvedev;2
Kostylev;Tatarin;1
Bubnov;Luka;2
Akter;Aleshka;2
Akter;Medvedev;2
Kostylev;Medvedev;2
Kvashnja;Pepel;1
Aleshka;Baron;2
Anna;Nastja;1
Aleshka;Kostylev;1
Baron;Vasilisa;1
Luka;Satin;1
Kvashnja;Luka;2
Akter;Nastja;2
Nastja;Natasha;1
Natasha;Satin;1
Medvedev;Satin;2
Medvedev;Vasilisa;1
Luka;Tatarin;1
Klesch;Satin;2
Kvashnja;Nastja;2
Klesch;Pepel;1
Bubnov;Pepel;1
Bubnov;Satin;2
Satin;Tatarin;2
Anna;Medvedev;1
Tatarin;Vasilisa;1
Kostylev;Natasha;1
Baron;Klesch;2
Bubnov;Klesch;2
Anna;Luka;1
Baron;Luka;2
Akter;Vasilisa;1
Akter;Kvashnja;1
Baron;Kvashnja;2
Baron;Kostylev;2
KrivojZob;Nastja;1
Akter;Kostylev;1
Anna;Kostylev;1
Medvedev;Tatarin;2
Medvedev;Natasha;1
Bubnov;Vasilisa;1
Klesch;Tatarin;2
Bubnov;Kvashnja;2
Baron;Bubnov;3
Kostylev;Luka;2
Anna;Bubnov;1
Baron;Satin;2
Anna;Baron;1
Kostylev;Pepel;1
Kvashnja;Medvedev;2
Klesch;Kostylev;1
Pepel;Vasilisa;1
Baron;Natasha;1
Baron;KrivojZob;1
Kostylev;Vasilisa;1
Luka;Pepel;1
Pepel;Tatarin;1
Bubnov;KrivojZob;2
KrivojZob;Medvedev;1
Nastja;Tatarin;2
KrivojZob;Tatarin;2
Klesch;Medvedev;2
Klesch;Luka;1
Medvedev;Pepel;1
Baron;Pepel;1
KrivojZob;Natasha;1
Aleshka;Nastja;2
KrivojZob;Pepel;1
Nastja;Pepel;1
Klesch;Kvashnja;1
Klesch;Natasha;1
Bubnov;Medvedev;3
Aleshka;Vasilisa;1
Aleshka;Bubnov;2
Baron;Nastja;3
Baron;Medvedev;3
Luka;Vasilisa;1
Pepel;Satin;1
Aleshka;Klesch;2
Nastja;Satin;2
Akter;Baron;2
Aleshka;Natasha;1
Luka;Natasha;1
Akter;Natasha;1
Klesch;KrivojZob;1
Kostylev;KrivojZob;1
Baron;Tatarin;2
Medvedev;Nastja;3
Natasha;Tatarin;1
Klesch;Vasilisa;1
Akter;Bubnov;2
Akter;Luka;1
Bubnov;Natasha;1
Kvashnja;Satin;1
Luka;Nastja;2
Luka;Medvedev;2
Akter;Klesch;2
Kostylev;Satin;1
KrivojZob;Satin;1
Aleshka;Pepel;1
KrivojZob;Vasilisa;1
Akter;Pepel;1
Anna;Kvashnja;1
Aleshka;Satin;2
Kvashnja;Vasilisa;1
KrivojZob;Luka;1
