Source;Target;Weight
Andrej;Natasha;4
Fedotik;Rode;3
Fedotik;Kulygin;4
Anfisa;Ferapont;4
Masha;Tuzenbah;4
Irina;Masha;4
Solenyj;Tuzenbah;4
Natasha;Rode;3
Anfisa;Solenyj;4
Anfisa;Irina;4
Kulygin;Solenyj;4
Anfisa;Kulygin;4
Anfisa;Tuzenbah;4
Andrej;Kulygin;4
Kulygin;Tuzenbah;4
Andrej;Solenyj;4
Anfisa;Olga;4
Chebutykin;Kulygin;4
Fedotik;Natasha;4
Chebutykin;Vershinin;4
Natasha;Vershinin;4
Irina;Olga;4
Rode;Tuzenbah;3
Natasha;Solenyj;4
Irina;Vershinin;4
Ferapont;Tuzenbah;4
Ferapont;Masha;4
Olga;Tuzenbah;4
Masha;Rode;3
Anfisa;Natasha;4
Kulygin;Rode;3
Masha;Olga;4
Tuzenbah;Vershinin;4
Fedotik;Tuzenbah;4
Irina;Tuzenbah;4
Fedotik;Solenyj;4
Chebutykin;Solenyj;4
Irina;Natasha;4
Olga;Solenyj;4
Chebutykin;Ferapont;4
Andrej;Tuzenbah;4
Irina;Rode;3
Chebutykin;Rode;3
Andrej;Ferapont;4
Chebutykin;Natasha;4
Masha;Natasha;4
Natasha;Olga;4
Fedotik;Irina;4
Irina;Solenyj;4
Solenyj;Vershinin;4
Chebutykin;Masha;4
Fedotik;Vershinin;4
Masha;Vershinin;4
Irina;Kulygin;4
Masha;Solenyj;4
Kulygin;Natasha;4
Ferapont;Kulygin;4
Ferapont;Olga;4
Andrej;Irina;4
Chebutykin;Tuzenbah;4
Andrej;Chebutykin;4
Anfisa;Fedotik;4
Rode;Solenyj;3
Anfisa;Vershinin;4
Ferapont;Irina;4
Andrej;Olga;4
Andrej;Fedotik;4
Fedotik;Olga;4
Ferapont;Rode;3
Andrej;Anfisa;4
Ferapont;Solenyj;4
Ferapont;Vershinin;4
Fedotik;Masha;4
Andrej;Masha;4
Kulygin;Masha;4
Chebutykin;Olga;4
Rode;Vershinin;3
Olga;Vershinin;4
Kulygin;Vershinin;4
Kulygin;Olga;4
Fedotik;Ferapont;4
Olga;Rode;3
Anfisa;Rode;3
Anfisa;Chebutykin;4
Andrej;Rode;3
Chebutykin;Irina;4
Natasha;Tuzenbah;4
Ferapont;Natasha;4
Andrej;Vershinin;4
Anfisa;Masha;4
Chebutykin;Fedotik;4
