Source;Target;Weight
Akim;Kuma;1
Kuma;Sosedka;1
Akulina;Petr;3
PervajaDevka;VtorajaDevka;2
Anisja;Matrena;18
Matrena;Svat;1
Mitrich;Nikita;5
Akim;Matrena;5
Svaha;Urjadnik;1
Akulina;Urjadnik;2
Akim;Urjadnik;1
Nikita;Svaha;1
Anjutka;Mitrich;4
GolosBabyIzSenej;Svat;1
Starosta;Urjadnik;1
Akulina;Matrena;2
GolosBabyIzSenej;Matrena;1
Marina;MuzhMariny;1
Akulina;Anjutka;3
Akim;Mitrich;4
Anisja;Nikita;15
Anjutka;Marina;1
Anisja;Urjadnik;1
Akulina;Anisja;7
Akulina;Starosta;1
Matrena;Urjadnik;1
Nikita;Urjadnik;2
Nikita;Petr;4
Druzhko;Svaha;1
Nikita;Starosta;1
Akulina;Marfa;1
Marina;Nikita;3
Anisja;Mitrich;6
Anisja;Kuma;4
Matrena;Petr;7
Akim;Akulina;3
Akim;Petr;5
Anjutka;Kuma;1
Marfa;Matrena;1
Akulina;Svaha;1
Akim;Nikita;9
Matrena;Svaha;1
Anisja;GolosMuzhika;1
Matrena;Nikita;17
Akulina;Mitrich;2
Akim;Svaha;1
Marina;VtorajaDevka;1
Matrena;OdinGolosIzNaroda;1
Anjutka;Matrena;2
Anisja;Izvozchik;1
Anjutka;Nikita;7
Anjutka;MuzhMariny;1
Anisja;Petr;8
Anjutka;Petr;3
Akim;Anisja;9
Anisja;Druzhko;1
Izvozchik;Svaha;1
MuzhMariny;Nikita;1
Anisja;Anjutka;8
Druzhko;Izvozchik;1
Akulina;Nikita;11
Marina;PervajaDevka;1
Anisja;Svaha;2
Akim;Anjutka;3
Kuma;Matrena;1
GolosMuzhika;Kuma;1
GolosMuzhika;Matrena;1
Kuma;Mitrich;2
