Source;Target;Weight
Bolshov;Lipochka;5
Fominishna;Tishka;1
AgrafenaKondratevna;Bolshov;9
Bolshov;UstinjaNaumovna;5
Fominishna;Lipochka;5
Bolshov;Rispolozhenskij;5
Rispolozhenskij;Tishka;1
Lipochka;Podhaljuzin;7
Bolshov;Podhaljuzin;7
Lipochka;Tishka;2
AgrafenaKondratevna;Fominishna;6
Podhaljuzin;UstinjaNaumovna;6
Bolshov;Tishka;2
Lipochka;Rispolozhenskij;1
AgrafenaKondratevna;Podhaljuzin;5
AgrafenaKondratevna;Tishka;3
Podhaljuzin;Rispolozhenskij;6
Fominishna;Podhaljuzin;3
AgrafenaKondratevna;UstinjaNaumovna;10
Rispolozhenskij;UstinjaNaumovna;5
Bolshov;Fominishna;4
AgrafenaKondratevna;Lipochka;10
Lipochka;UstinjaNaumovna;7
Tishka;UstinjaNaumovna;1
Fominishna;UstinjaNaumovna;4
Fominishna;Rispolozhenskij;2
Podhaljuzin;Tishka;4
AgrafenaKondratevna;Rispolozhenskij;5
