Source;Target;Weight
Mirvolin;Pehterev;2
Kaurova;Naglanovich;1
Alupkin;Gerasim;4
Alupkin;Velvitskij;3
Alupkin;Pehterev;2
Balagalaev;Bespandin;4
Kaurova;Mirvolin;6
Alupkin;Balagalaev;8
Bespandin;Mirvolin;4
Gerasim;SuslovIMirvolin;1
Naglanovich;Velvitskij;1
Gerasim;Mirvolin;5
Kaurova;Suslov;6
Bespandin;Suslov;4
Suslov;SuslovIMirvolin;1
Karp;Mirvolin;1
Mirvolin;SuslovIMirvolin;1
Alupkin;Bespandin;4
Bespandin;Velvitskij;2
Gerasim;Karp;1
Gerasim;Suslov;3
Balagalaev;Naglanovich;1
Bespandin;Gerasim;2
Bespandin;SuslovIMirvolin;1
Alupkin;Suslov;6
Bespandin;Pehterev;2
Balagalaev;SuslovIMirvolin;1
Karp;Kaurova;1
Kaurova;SuslovIMirvolin;1
Suslov;Velvitskij;2
Balagalaev;Pehterev;2
Balagalaev;Suslov;7
Balagalaev;Velvitskij;3
Alupkin;Naglanovich;1
Balagalaev;Kaurova;6
Naglanovich;Pehterev;1
Naglanovich;Suslov;1
Mirvolin;Suslov;7
Gerasim;Velvitskij;2
Gerasim;Kaurova;3
Bespandin;Naglanovich;1
Balagalaev;Karp;1
Kaurova;Velvitskij;2
Karp;Suslov;1
Alupkin;Mirvolin;8
Balagalaev;Gerasim;6
Balagalaev;Mirvolin;9
Alupkin;Kaurova;5
Kaurova;Pehterev;2
Bespandin;Kaurova;4
Mirvolin;Velvitskij;3
Pehterev;Velvitskij;1
Pehterev;Suslov;2
SuslovIMirvolin;Velvitskij;1
Alupkin;SuslovIMirvolin;1
Mirvolin;Naglanovich;1
