Source;Target;Weight
ChuzhojSluga;Grigorij;1
ChuzhojLakej;Petr;1
Grigorij;PuzatyjDvoretskij;1
Gospodin;GospodinVShube;1
ChuzhojLakej;Grigorij;4
ChuzhojSluga;Petr;1
ChuzhojLakej;Ivan;2
Barin;ChuzhojLakej;1
Ivan;Petr;1
Dvoretskij;Grigorij;1
Devushka;Ivan;1
Grigorij;Ivan;3
GospodinVShube;Grigorij;1
ChuzhojLakej;ChuzhojSluga;1
Grigorij;Petr;1
Annushka;Dvoretskij;1
Gospodin;Grigorij;1
Devushka;Grigorij;1
ChuzhojSluga;Ivan;1
Barin;Grigorij;1
Dvoretskij;PuzatyjDvoretskij;1
