Source;Target;Weight
Chernavka;Tsyganka;1
Podschipa;Vakula;6
Chernavka;Trumf;1
Trumf;Vakula;3
Durduran;Pazh;2
Pazh;Podschipa;1
Podschipa;Tsyganka;2
Sljunjaj;Tsyganka;1
Podschipa;Trumf;5
Pazh;Vakula;2
Chernavka;Podschipa;4
Durduran;Trumf;2
Durduran;Tsyganka;2
Chernavka;Sljunjaj;2
Durduran;Podschipa;5
Chernavka;Vakula;1
Podschipa;Sljunjaj;7
Durduran;Vakula;6
Durduran;Sljunjaj;2
Pazh;Sljunjaj;2
Sljunjaj;Trumf;4
Trumf;Tsyganka;2
Tsyganka;Vakula;2
Chernavka;Durduran;2
Sljunjaj;Vakula;3
