Source;Target;Weight
GolosIzUgla;Nazarovna;2
MarjaEgorovna;Tihon;1
Bortsov;Fedja;3
GolosIzUgla;Merik;2
Bortsov;GolosIzUgla;3
Fedja;GolosIzUgla;3
Bortsov;Kuzma;1
MarjaEgorovna;Nazarovna;1
Nazarovna;Savva;2
Fedja;Kuzma;1
Kuzma;Tihon;1
GolosIzUgla;Kucher;1
Merik;Tihon;3
Kucher;Merik;1
Bortsov;Nazarovna;3
Bortsov;Merik;3
Bortsov;Tihon;4
Kucher;Savva;1
Savva;Tihon;3
Kuzma;Merik;1
Fedja;Tihon;4
Kucher;Kuzma;1
Bortsov;Savva;3
Efimovna;GolosIzUgla;3
Nazarovna;Tihon;3
GolosIzUgla;Kuzma;1
Efimovna;Tihon;3
GolosIzUgla;Tihon;3
Efimovna;Kuzma;1
Efimovna;Fedja;3
Fedja;Nazarovna;2
Fedja;Kucher;2
Fedja;Merik;2
Bortsov;Efimovna;3
Fedja;Savva;3
Efimovna;Savva;3
GolosIzUgla;Savva;3
Efimovna;Kucher;1
Kuzma;Savva;1
Bortsov;Kucher;1
Merik;Nazarovna;2
Efimovna;Nazarovna;2
Efimovna;Merik;2
Bortsov;MarjaEgorovna;1
Merik;Savva;2
MarjaEgorovna;Merik;1
Kucher;Tihon;2
