Source;Target;Weight
Muromskij;Nelkin;6
Atueva;Tishka;2
Atueva;Bek;1
Fedor;Lidochka;1
Bek;PolitsejskijChinovnik;1
Krechinskij;PolitsejskijChinovnik;1
Atueva;Raspljuev;3
Krechinskij;Lidochka;7
Bek;Lidochka;1
Atueva;Muromskij;13
Bek;Muromskij;1
Bek;Raspljuev;1
Nelkin;Raspljuev;2
Atueva;Krechinskij;7
Krechinskij;Nelkin;4
Lidochka;Raspljuev;5
Krechinskij;Muromskij;9
Krechinskij;Schebnev;1
Fedor;Muromskij;1
Fedor;Raspljuev;7
Lidochka;PolitsejskijChinovnik;1
Krechinskij;Raspljuev;10
Muromskij;Raspljuev;6
Lidochka;Muromskij;10
Lidochka;Nelkin;4
Bek;Krechinskij;1
Atueva;Nelkin;4
Atueva;PolitsejskijChinovnik;1
Muromskij;Tishka;1
PolitsejskijChinovnik;Raspljuev;1
Muromskij;PolitsejskijChinovnik;1
Fedor;Krechinskij;8
Atueva;Lidochka;10
