Source;Target;Weight
Liza;Vihorin;2
Kasimov;Liza;2
Fritz;Kasimov;2
Kasimov;Kurtsgalop;1
Ivanov;Kasimov;3
Gustav;Shishkengolm;2
Ivanov;Kurtsgalop;1
Gustav;Vihorin;2
Ivanov;MinaHristianovna;2
Gustav;Liza;2
Fritz;Ivanov;2
Kurtsgalop;Shishkengolm;1
Kasimov;MinaHristianovna;2
Liza;Shishkengolm;2
Fritz;Shishkengolm;2
Kurtsgalop;Vihorin;1
MinaHristianovna;Shishkengolm;2
Kurtsgalop;Liza;1
Shishkengolm;Vihorin;2
Gustav;Kurtsgalop;1
Kasimov;Shishkengolm;2
Kasimov;Vihorin;2
Gustav;Ivanov;2
Gustav;MinaHristianovna;2
Ivanov;Shishkengolm;2
Fritz;Gustav;2
Fritz;Vihorin;2
MinaHristianovna;Vihorin;2
Ivanov;Liza;2
Gustav;Kasimov;2
Fritz;MinaHristianovna;2
Liza;MinaHristianovna;2
Ivanov;Vihorin;2
Kurtsgalop;MinaHristianovna;1
Fritz;Liza;2
Fritz;Kurtsgalop;1
