Source;Target;Weight
Gavrilo;Larisa;2
Gavrilo;Knurov;4
EvfrosinjaPotapovna;Karandyshev;2
Ogudalova;Robinzon;4
Ivan;Vozhevatov;5
EvfrosinjaPotapovna;Larisa;2
Knurov;Ogudalova;4
Ivan;Ogudalova;3
Gavrilo;Paratov;2
Knurov;Robinzon;8
Larisa;Ogudalova;10
EvfrosinjaPotapovna;Ivan;3
EvfrosinjaPotapovna;Paratov;1
Gavrilo;Ivan;6
Gavrilo;Ogudalova;1
EvfrosinjaPotapovna;Knurov;1
Paratov;Robinzon;12
Ogudalova;Paratov;6
Ilja;Ivan;1
Karandyshev;Paratov;6
Larisa;Vozhevatov;5
Robinzon;Vozhevatov;12
Ilja;Ogudalova;2
Ilja;Karandyshev;1
Karandyshev;Larisa;7
Karandyshev;Knurov;4
Ilja;Vozhevatov;2
Paratov;Vozhevatov;14
Ogudalova;Vozhevatov;5
EvfrosinjaPotapovna;Vozhevatov;1
EvfrosinjaPotapovna;Ogudalova;3
Knurov;Vozhevatov;13
Larisa;Robinzon;5
Ilja;Paratov;2
Knurov;Larisa;5
Gavrilo;Karandyshev;1
Ilja;Knurov;2
Gavrilo;Vozhevatov;4
Ivan;Paratov;3
Ivan;Knurov;5
EvfrosinjaPotapovna;Ilja;1
Larisa;Paratov;8
Karandyshev;Robinzon;7
Gavrilo;Robinzon;2
Gavrilo;Ilja;1
Ilja;Larisa;2
Ilja;Robinzon;1
Ivan;Larisa;3
Karandyshev;Ogudalova;8
Ivan;Karandyshev;4
Knurov;Paratov;9
Ivan;Robinzon;5
EvfrosinjaPotapovna;Robinzon;1
Karandyshev;Vozhevatov;6
