Source;Target;Weight
Moshkin;PrjazhkinaIShpundik;1
Fonk;Sozomenos;1
Fonk;Shpundik;1
Prjazhkina;Vilitskij;1
Shpundik;Stratilat;2
Moshkin;Pochtalon;1
Shpundik;Vilitskij;1
Fonk;Malanja;1
Masha;Shpundik;2
Masha;PrjazhkinaIShpundik;1
Malanja;Prjazhkina;1
Fonk;Stratilat;1
Masha;Mitka;1
Egorych;Moshkin;1
Fonk;Mitka;1
Moshkin;Vilitskij;2
Fonk;Prjazhkina;1
Stratilat;Vilitskij;1
GolosMoshkina;Moshkin;1
GolosMitki;GolosMoshkina;1
PrjazhkinaIShpundik;Shpundik;1
Egorych;Prjazhkina;1
Malanja;Moshkin;1
Fonk;Vilitskij;2
Egorych;Masha;1
Prjazhkina;Stratilat;2
Fonk;GolosMoshkina;1
Masha;Prjazhkina;2
Prjazhkina;Shpundik;2
Prjazhkina;PrjazhkinaIShpundik;1
GolosMitki;Vilitskij;1
Moshkin;Sozomenos;1
Masha;Moshkin;3
GolosMitki;Mitka;1
Fonk;Moshkin;2
GolosMoshkina;Sozomenos;1
Malanja;Masha;1
Egorych;Shpundik;1
GolosMoshkina;Vilitskij;1
GolosMitki;Moshkin;1
Masha;Sozomenos;1
Mitka;Moshkin;1
PrjazhkinaIShpundik;Stratilat;1
Pochtalon;Shpundik;1
Sozomenos;Vilitskij;1
Malanja;Vilitskij;1
Fonk;Masha;2
GolosMitki;Masha;1
Fonk;GolosMitki;1
Masha;Stratilat;2
Malanja;Stratilat;1
Egorych;Pochtalon;1
Moshkin;Stratilat;2
Egorych;PrjazhkinaIShpundik;1
Pochtalon;Prjazhkina;1
Mitka;Vilitskij;1
Mitka;Sozomenos;1
Masha;Vilitskij;2
Moshkin;Shpundik;2
Malanja;Shpundik;1
GolosMoshkina;Masha;1
Moshkin;Prjazhkina;2
Pochtalon;Stratilat;1
GolosMoshkina;Mitka;1
Pochtalon;PrjazhkinaIShpundik;1
Masha;Pochtalon;1
GolosMitki;Sozomenos;1
Egorych;Stratilat;1
