Source;Target;Weight
Mizgir;OdnaStorona;1
HorPtits;Leshij;1
Mizgir;Tsar;3
Berendei;OdinBerendej;1
Bobyl;Malysh;1
Gusljary;PerviySkomoroh;1
Kurilka;Tsar;1
Malysh;Radushka;2
Moroz;Snegurochka;2
Bermjata;Otrok;1
ChucheloMasljanitsy;GolosaIzLesu;1
Murash;Snegurochka;2
Kupava;VtorojBirjuch;1
Malysh;Murash;1
Bobyliha;Lel;3
Mizgir;ObschijHor;1
Berendei;Bobyliha;1
Bobyl;Malusha;1
Brusilo;Lel;2
Brusilo;Tsar;1
ElenaPrekrasnaja;Snegurochka;1
Bobyl;Tsar;1
Bobyl;ChucheloMasljanitsy;1
Berendei;PerviyHorBerendeev;1
ElenaPrekrasnaja;Tsar;2
Malysh;Mizgir;2
Bermjata;Lel;1
Bobyl;Brusilo;1
Mizgir;Narod;2
GolosaIzNaroda;Mizgir;1
Brusilo;Snegurochka;4
HorNaroda;Narod;1
Leshij;Moroz;1
Kupava;Otrok;1
Mizgir;Radushka;2
ObschijHor;Snegurochka;1
Snegurochka;Tsar;3
Bobyl;OdinBerendej;1
Berendei;Bobyl;1
Bobyl;Lel;4
HorNaroda;Kupava;1
Leshij;VesnaKrasna;2
Leshij;Snegurochka;2
Bermjata;Kupava;1
Malusha;Radushka;4
Kupava;Narod;1
HorNaroda;Murash;1
Otrok;VtorojBirjuch;1
Kupava;Lel;3
Kurilka;Malusha;4
PerviyBirjuch;Tsar;1
Narod;Snegurochka;1
Bobyliha;Narod;1
Lel;Mizgir;4
ObschijHor;OdnaStorona;1
Bobyliha;ChucheloMasljanitsy;1
DevushkiIParni;Kurilka;1
Gusljary;Tsar;1
Bobyliha;Kurilka;1
Bobyliha;Mizgir;2
Bobyl;Bobyliha;4
Kurilka;Malysh;2
Bobyliha;ElenaPrekrasnaja;1
Bobyl;Kurilka;1
Bermjata;Tsar;3
ElenaPrekrasnaja;Mizgir;2
Kupava;Snegurochka;5
Kurilka;Radushka;4
Bobyliha;PerviyHorBerendeev;1
Malusha;Malysh;2
Malysh;Snegurochka;2
Bobyliha;VtorojHorBerendeev;1
Narod;Tsar;2
PerviySkomoroh;VtorojSkomoroh;1
Lel;ObschijHor;1
DevushkiIParni;Radushka;1
Berendei;VtorojHorBerendeev;1
