Source;Target;Weight
Kuzma;Matveev;1
Kokoshkina;Student;1
Ofitseriztolpy;Volgin;1
Hor;OIvan;1
Kotelnikov;Volgin;1
Kokoshkin;Student;1
DamaVChernom;Djakon;1
Matveev;ONikolaj;1
Kokoshkina;TovarischProkurora;1
MolodojAkter;OAleksej;1
Baryshnja;DamaVChernom;1
ONikolaj;SobornyjHor;1
Djakon;Vtolpe;1
Djakon;Kokoshkina;1
MolodojAkter;Student;1
ArhierejskijHor;MolodojAkter;1
Baryshnja;Djakon;1
ArhierejskijHor;Ofitseriztolpy;1
Damy;Kokoshkina;1
KtoTo;OAleksej;1
ONikolaj;Volgin;1
DamaVChernom;Kokoshkina;1
Sabinin;Volgin;1
Damy;Patronnikov;1
Kuzma;Volgin;1
SobornyjHor;Vtolpe;1
Baryshnja;Sabinin;1
Kokoshkin;Matveev;1
MolodojAkter;Volgin;1
ArhierejskijHor;KtoTo;1
OAleksej;ONikolaj;1
Kokoshkin;Zonenshtejn;1
MolodojAkter;Zonenshtejn;1
Komik;Vtolpe;1
Damy;Kuzma;1
Baryshnja;Kuzma;1
Kokoshkina;Olenina;1
DamaVChernom;KtoTo;1
KtoTo;Vtolpe;1
Kokoshkin;MolodojAkter;1
Djakon;Hor;1
Djakon;Volgin;1
ArhierejskijHor;DamaVChernom;1
Djachok;Zonenshtejn;1
ArhierejskijHor;Olenina;1
Matveev;OAleksej;1
KtoTo;Zonenshtejn;1
Student;Volgin;1
DamaVChernom;TovarischProkurora;1
Kokoshkin;SobornyjHor;1
Hor;TovarischProkurora;1
Baryshnja;KtoTo;1
MolodojAkter;OIvan;1
Baryshnja;Matveev;1
Kokoshkin;Patronnikov;1
Matveev;Patronnikov;1
Damy;ONikolaj;1
Djachok;Kotelnikov;1
Komik;Kotelnikov;1
DamaVChernom;Ofitseriztolpy;1
Komik;Olenina;1
Baryshnja;MolodojAkter;1
Baryshnja;Vtolpe;1
SobornyjHor;Volgin;1
TovarischProkurora;Volgin;1
Vtolpe;Zonenshtejn;1
MolodojAkter;Vtolpe;1
Kotelnikov;SobornyjHor;1
Komik;Kuzma;1
Kotelnikov;Ofitseriztolpy;1
Djakon;KtoTo;1
DamaVChernom;SobornyjHor;1
Kokoshkin;Sabinin;1
Baryshnja;Kokoshkina;1
Kokoshkina;OIvan;1
Djakon;Ofitseriztolpy;1
ArhierejskijHor;Vtolpe;1
OIvan;Patronnikov;1
Kokoshkina;Ofitseriztolpy;1
Hor;Student;1
ArhierejskijHor;Kokoshkin;1
Damy;SobornyjHor;1
Damy;Komik;1
Hor;MolodojAkter;1
OAleksej;Zonenshtejn;1
DamaVChernom;Djachok;1
Baryshnja;Hor;1
DamaVChernom;Kokoshkin;1
