Source;Target;Weight
AvdotjaNazarovna;VtorojGost;1
Ivanov;Shabelskij;6
Babakina;VtorojGost;1
Ivanov;ZinaidaSavishna;3
AvdotjaNazarovna;Sasha;1
AvdotjaNazarovna;TretijGost;3
AvdotjaNazarovna;Kosyh;2
AvdotjaNazarovna;Babakina;3
VtorojGost;ZinaidaSavishna;1
TretijGost;VtorojGost;1
Babakina;Sasha;3
Ivanov;Lvov;6
Egorushka;TretijGost;1
Baryshni;Shabelskij;1
Borkin;Lebedev;5
Kosyh;VtorojGost;1
Babakina;Lvov;1
Baryshni;Sasha;1
Babakina;Lebedev;4
AvdotjaNazarovna;Lvov;1
Lebedev;ZinaidaSavishna;5
Borkin;Ivanov;8
Babakina;TretijGost;3
Sasha;TretijGost;1
Babakina;Ivanov;1
PerviyGost;ZinaidaSavishna;2
AnnaPetrovna;Ivanov;3
AnnaPetrovna;Borkin;2
Egorushka;VtorojGost;1
Baryshni;Ivanov;1
Borkin;Kosyh;1
AvdotjaNazarovna;Ivanov;1
Ivanov;Lebedev;6
Babakina;ZinaidaSavishna;5
Babakina;PerviyGost;2
Lebedev;PerviyGost;1
AnnaPetrovna;Lvov;3
AvdotjaNazarovna;Egorushka;1
Lebedev;TretijGost;2
AvdotjaNazarovna;PerviyGost;4
Kosyh;Lebedev;3
Egorushka;Kosyh;1
Egorushka;PerviyGost;1
Lebedev;Shabelskij;8
PerviyGost;VtorojGost;1
Baryshni;Borkin;1
AvdotjaNazarovna;Shabelskij;1
Kosyh;Lvov;2
Ivanov;Sasha;10
Kosyh;Shabelskij;1
Babakina;Egorushka;1
Kosyh;Sasha;1
Egorushka;ZinaidaSavishna;1
PerviyGost;TretijGost;2
Shabelskij;ZinaidaSavishna;3
Baryshni;ZinaidaSavishna;1
Lebedev;Sasha;7
GolosaVZale;Lebedev;1
AnnaPetrovna;Shabelskij;3
AvdotjaNazarovna;Lebedev;4
Lebedev;Lvov;2
Borkin;ZinaidaSavishna;1
Babakina;Borkin;1
GolosaVZale;Ivanov;1
Lvov;Shabelskij;6
Babakina;Shabelskij;3
Borkin;Lvov;3
TretijGost;ZinaidaSavishna;3
AvdotjaNazarovna;ZinaidaSavishna;3
Borkin;Shabelskij;7
Kosyh;PerviyGost;2
Borkin;Sasha;3
Sasha;Shabelskij;4
Lvov;Sasha;1
AvdotjaNazarovna;Borkin;2
Sasha;ZinaidaSavishna;4
Kosyh;TretijGost;2
Babakina;Kosyh;3
Baryshni;Lebedev;1
Kosyh;ZinaidaSavishna;2
