Source;Target;Weight
Devushki;pervajagostja;1
Mitja;Vozhak;1
GordejKarpych;Liza;2
LjubovGordeevna;PelagejaEgorovna;6
AnnaIvanovna;vtorajagostja;1
Arina;vtorajagostja;1
LjubimKarpych;Mitja;2
Razljuljaev;vtorajagostja;1
Korshunov;Liza;3
Arina;GordejKarpych;1
Korshunov;PelagejaEgorovna;3
Devushki;LjubovGordeevna;2
Korshunov;LjubimKarpych;3
Egorushka;pervajagostja;2
Arina;Liza;1
Guslin;Mitja;7
Devushki;Mitja;1
Razljuljaev;pervajagostja;2
Mitja;Starik;1
Guslin;Liza;2
Guslin;Masha;2
GordejKarpych;PelagejaEgorovna;4
Arina;PelagejaEgorovna;5
GordejKarpych;Guslin;1
AnnaIvanovna;Devushki;1
GordejKarpych;Masha;2
PelagejaEgorovna;pervajagostja;3
Arina;Vozhak;1
Egorushka;Masha;1
Korshunov;pervajagostja;1
Vozhak;pervajagostja;1
Egorushka;Liza;1
AnnaIvanovna;Arina;1
Arina;Korshunov;1
Egorushka;PelagejaEgorovna;2
Egorushka;Razljuljaev;2
Devushki;PelagejaEgorovna;2
Masha;pervajagostja;1
Devushki;Korshunov;1
LjubovGordeevna;Mitja;6
Egorushka;Guslin;2
AnnaIvanovna;Razljuljaev;3
GordejKarpych;LjubimKarpych;3
GordejKarpych;vtorajagostja;1
Egorushka;Mitja;3
Liza;Razljuljaev;4
AnnaIvanovna;PelagejaEgorovna;4
Razljuljaev;Vozhak;1
Egorushka;Vozhak;1
Korshunov;Razljuljaev;2
Devushki;Liza;1
LjubimKarpych;PelagejaEgorovna;1
PelagejaEgorovna;Starik;1
PelagejaEgorovna;Vozhak;1
Razljuljaev;Starik;1
Devushki;Razljuljaev;1
Egorushka;vtorajagostja;1
GordejKarpych;Mitja;4
Guslin;Starik;1
pervajagostja;vtorajagostja;2
LjubovGordeevna;Razljuljaev;5
AnnaIvanovna;Guslin;3
Egorushka;Korshunov;1
PelagejaEgorovna;Razljuljaev;4
Devushki;GordejKarpych;1
Egorushka;GordejKarpych;1
Masha;Razljuljaev;4
Liza;Masha;6
GordejKarpych;pervajagostja;1
Guslin;LjubimKarpych;1
AnnaIvanovna;Korshunov;2
Arina;Starik;1
Masha;PelagejaEgorovna;2
Devushki;Egorushka;1
LjubovGordeevna;pervajagostja;1
Arina;Egorushka;3
AnnaIvanovna;LjubimKarpych;1
LjubovGordeevna;Masha;5
Starik;Vozhak;1
Liza;PelagejaEgorovna;2
Arina;Guslin;2
Mitja;Razljuljaev;7
Devushki;Masha;1
LjubovGordeevna;vtorajagostja;1
Mitja;pervajagostja;2
AnnaIvanovna;Liza;4
Guslin;PelagejaEgorovna;4
Mitja;vtorajagostja;1
Liza;LjubovGordeevna;5
Guslin;pervajagostja;2
GordejKarpych;LjubovGordeevna;6
GordejKarpych;Razljuljaev;3
Devushki;vtorajagostja;1
AnnaIvanovna;Mitja;4
Liza;Mitja;2
Egorushka;Starik;1
LjubimKarpych;Razljuljaev;3
Korshunov;Masha;3
Arina;pervajagostja;2
Korshunov;Mitja;1
Guslin;Razljuljaev;5
Masha;vtorajagostja;1
PelagejaEgorovna;vtorajagostja;2
Arina;Razljuljaev;2
AnnaIvanovna;Masha;4
Starik;pervajagostja;1
Liza;vtorajagostja;1
GordejKarpych;Korshunov;8
AnnaIvanovna;LjubovGordeevna;6
Arina;LjubovGordeevna;2
Guslin;Vozhak;1
Liza;pervajagostja;1
Mitja;PelagejaEgorovna;9
Arina;Mitja;2
Arina;Masha;1
Korshunov;vtorajagostja;1
Masha;Mitja;2
Arina;Devushki;2
AnnaIvanovna;pervajagostja;1
Korshunov;LjubovGordeevna;6
Devushki;Guslin;1
LjubimKarpych;Masha;1
Guslin;LjubovGordeevna;3
LjubimKarpych;LjubovGordeevna;3
Guslin;vtorajagostja;1
AnnaIvanovna;GordejKarpych;3
Liza;LjubimKarpych;1
Egorushka;LjubovGordeevna;2
AnnaIvanovna;Egorushka;1
