Source;Target;Weight
Muzhchina;Pervyj;1
ChelovekVPalTo;Muzhchina;1
Hozjajka;Misha;1
MolodojChelovek;VtorojSobutylNik;1
Kto-To;Zhorzh;1
Devushka;Zvezdochet;1
Sobesednik;Vtoroj;1
Drugoj__2;Hozjajka;1
Gauptman;Pervyj;1
Devushka;Zhorzh;1
Kto-To;Neznakomka;1
Devushka;Kto-To;1
Devushka;Misha;1
Devushka;Seminarist;1
Misha;Zhorzh;1
Muzhchina;Sobesednik;1
MolodojChelovek;Polovoj;1
PervyjSobutylNik;Polovoj;1
Gospodin;Poet;1
ChelovekVPalTo;Drugoj;1
MolodojChelovek;Neznakomka;1
Gauptman;Poet;1
Drugoj;Hozjain;1
Muzhchina;Neznakomka;1
Devushka;Drugoj__2;1
Kto-To;Poet;1
Odin;Poet;1
Drugoj__2;Misha;1
Gost;Zhorzh;1
Hozjajka;Poet;1
Neznakomka;Razjarennyedvorniki;1
Gost;Muzhchina;1
ChelovekVPalTo;Sobesednik;1
Drugoj;PervyjSobutylNik;1
Poet;Sobesednik;1
Gospodin;Razjarennyedvorniki;1
Hozjajka;Muzhchina;1
Gauptman;Muzhchina;1
Hozjain;Vtoroj;1
Pervyj;Poet;1
Gost;Kto-To;1
Devushka;TretijUsatyj;1
Hozjain;Sobesednik;1
Muzhchina;VtorojSobutylNik;1
Odin;Vtoroj;1
Zhorzh;Zvezdochet;1
Seminarist;TretijUsatyj;1
Hozjain;MolodojChelovek;2
Devushka;Vtoroj;1
ChelovekVPalTo;PervyjSobutylNik;1
Hozjain;Polovoj;1
Gauptman;Verlen;1
ChelovekVPalTo;Odin;1
Drugoj;VtorojSobutylNik;1
Muzhchina;Poet;2
Drugoj;Muzhchina;1
Drugoj;Verlen;1
Hozjain;Neznakomka;1
Verlen;Vtoroj;1
PervyjSobutylNik;Verlen;1
Devushka;Poet;2
Polovoj;VtorojSobutylNik;1
Misha;Zvezdochet;1
Gospodin;Neznakomka;1
Devushka;Odin;1
Devushka;Hozjajka;1
Poet;Vtoroj;1
Odin;Pervyj;1
Seminarist;VtorojSobutylNik;1
Hozjajka;Zvezdochet;1
MolodojChelovek;Seminarist;1
MolodojChelovek;Starik;1
Polovoj;Verlen;1
Poet;Verlen;1
Gauptman;MolodojChelovek;1
Pervyj;Seminarist;1
Muzhchina;Vtoroj;1
Gauptman;TretijUsatyj;1
Pervyj;Verlen;1
Muzhchina;Verlen;1
Hozjajka;Neznakomka;1
Gost;Starik;1
Gauptman;Hozjain;1
Gauptman;VtorojSobutylNik;1
MolodojChelovek;PervyjSobutylNik;1
MolodojChelovek;Zvezdochet;1
Hozjain;VtorojSobutylNik;1
Gost;Hozjajka;1
Odin;Polovoj;1
Devushka;MolodojChelovek;2
Odin;VtorojSobutylNik;1
Hozjajka;Starik;1
Devushka;Muzhchina;2
PervyjSobutylNik;Poet;1
Neznakomka;Zvezdochet;2
ChelovekVPalTo;Pervyj;1
Poet;Starik;1
TretijUsatyj;Vtoroj;1
Pervyj;Vtoroj;1
Kto-To;Starik;1
Poet;Seminarist;1
Pervyj;Polovoj;1
Hozjain;Poet;2
Poet;Razjarennyedvorniki;1
Hozjain;Zhorzh;1
MolodojChelovek;Verlen;1
Gost;MolodojChelovek;1
MolodojChelovek;Muzhchina;2
Polovoj;Sobesednik;1
Drugoj;Sobesednik;1
ChelovekVPalTo;VtorojSobutylNik;1
Poet;Zvezdochet;2
Hozjain;Pervyj;1
Pervyj;VtorojSobutylNik;1
Hozjain;Seminarist;1
Muzhchina;Polovoj;1
Sobesednik;VtorojSobutylNik;1
Polovoj;Seminarist;1
Devushka;VtorojSobutylNik;1
Gospodin;Zvezdochet;1
ChelovekVPalTo;Vtoroj;1
Hozjain;Verlen;1
Gauptman;Polovoj;1
MolodojChelovek;TretijUsatyj;1
Hozjain;Hozjajka;1
MolodojChelovek;Pervyj;1
ChelovekVPalTo;Verlen;1
Vtoroj;VtorojSobutylNik;1
Sobesednik;Verlen;1
Misha;Muzhchina;1
Drugoj__2;Poet;1
Razjarennyedvorniki;Zvezdochet;1
PervyjSobutylNik;Seminarist;1
Hozjain;Starik;1
Devushka;Sobesednik;1
Misha;MolodojChelovek;1
PervyjSobutylNik;Vtoroj;1
Odin;PervyjSobutylNik;1
Hozjain;Muzhchina;2
Drugoj;Gauptman;1
Neznakomka;Zhorzh;1
Starik;Zvezdochet;1
Gauptman;Vtoroj;1
Poet;Zhorzh;1
Gost;Zvezdochet;1
Devushka;Hozjain;2
ChelovekVPalTo;TretijUsatyj;1
Devushka;Neznakomka;1
Muzhchina;Seminarist;1
Odin;Seminarist;1
