Source;Target;Weight
Klesch;Kostylev;1
Baron;Tatarin;2
Satin;Tatarin;2
Kvashnja;Tatarin;1
Akter;KrivojZob;1
Akter;Pepel;1
Akter;Aleshka;2
Anna;Baron;1
Aleshka;Luka;1
Luka;Natasha;1
Luka;Satin;1
KrivojZob;Pepel;1
Bubnov;Natasha;1
Aleshka;Natasha;1
KrivojZob;Kvashnja;1
Aleshka;Satin;2
Nastja;Satin;2
Baron;Kvashnja;2
Nastja;Tatarin;2
Kvashnja;Vasilisa;1
Aleshka;Medvedev;2
Kostylev;Tatarin;1
Akter;Kostylev;1
Akter;Luka;1
Baron;Klesch;2
Anna;Kvashnja;1
Bubnov;Vasilisa;1
Nastja;Pepel;1
Aleshka;Kvashnja;1
Akter;Vasilisa;1
Anna;Kostylev;1
Nastja;Vasilisa;1
Akter;Satin;2
Aleshka;Nastja;2
Baron;Pepel;1
Kostylev;Medvedev;2
Medvedev;Satin;2
Baron;Medvedev;3
Kvashnja;Nastja;2
Klesch;Tatarin;2
Baron;Bubnov;3
Aleshka;Kostylev;1
Klesch;Pepel;1
Akter;Bubnov;2
KrivojZob;Nastja;1
Kostylev;Natasha;1
Klesch;Medvedev;2
Kostylev;KrivojZob;1
Bubnov;Tatarin;3
Medvedev;Natasha;1
Klesch;Vasilisa;1
KrivojZob;Satin;1
Kvashnja;Pepel;1
Baron;Luka;2
Medvedev;Vasilisa;1
Klesch;Satin;2
Anna;Bubnov;1
Kvashnja;Medvedev;2
KrivojZob;Medvedev;1
Bubnov;Nastja;3
Kostylev;Nastja;2
Natasha;Pepel;1
Pepel;Vasilisa;1
Baron;Satin;2
Bubnov;Pepel;1
Natasha;Satin;1
Luka;Pepel;1
Akter;Tatarin;2
Bubnov;Kvashnja;2
Aleshka;Tatarin;2
Aleshka;Vasilisa;1
Aleshka;Baron;2
Akter;Medvedev;2
Bubnov;Klesch;2
Natasha;Vasilisa;1
Bubnov;Medvedev;3
KrivojZob;Luka;1
Kvashnja;Satin;1
Medvedev;Nastja;3
Baron;Nastja;3
Bubnov;KrivojZob;2
Baron;KrivojZob;1
Akter;Klesch;2
Baron;Kostylev;2
Medvedev;Tatarin;2
KrivojZob;Tatarin;2
Luka;Medvedev;2
Nastja;Natasha;1
Pepel;Satin;1
Kostylev;Kvashnja;2
Aleshka;Bubnov;2
KrivojZob;Natasha;1
Luka;Vasilisa;1
Natasha;Tatarin;1
Akter;Baron;2
Bubnov;Luka;2
Baron;Natasha;1
Baron;Vasilisa;1
Pepel;Tatarin;1
Aleshka;KrivojZob;1
Bubnov;Satin;2
Luka;Tatarin;1
Klesch;Natasha;1
Bubnov;Kostylev;2
Kvashnja;Natasha;1
Kostylev;Pepel;1
Klesch;Kvashnja;1
Tatarin;Vasilisa;1
Aleshka;Klesch;2
Aleshka;Pepel;1
Anna;Nastja;1
Kvashnja;Luka;2
Anna;Medvedev;1
Kostylev;Satin;1
Kostylev;Vasilisa;1
Akter;Kvashnja;1
Medvedev;Pepel;1
KrivojZob;Vasilisa;1
Klesch;Luka;1
Anna;Luka;1
Satin;Vasilisa;1
Luka;Nastja;2
Akter;Nastja;2
Akter;Natasha;1
Klesch;KrivojZob;1
Klesch;Nastja;2
Kostylev;Luka;2
