Source;Target;Weight
Konjushij;Odingolos;1
Devushki;Svaha;1
Lovchij;Mamka;1
Odingolos;Svat;1
Hor;Konjushij;1
Knjaz;Odingolos;1
Rusalochka;doch-rusalka;1
Hor;Svaha;1
Drugaja;Knjaz;1
Knjaz;Odna;1
Melnik;Rusalki;1
Drugaja;Melnik;1
Gost;Hor;1
Druzhko;Svat;1
Druzhko;Odingolos;1
Devushki;Odingolos;1
Druzhko;Gost;1
Knjaz;Svaha;1
Devushki;Konjushij;1
Lovchij;Odna;1
Devushki;Druzhko;1
Druzhko;Konjushij;1
Odna;Rusalki;1
Knjaginja;Mamka;1
Druzhko;Svaha;1
Odingolos;Svaha;1
Lovchij;Melnik;1
Knjaz;Konjushij;1
Drugaja;Odna;1
Hor;Knjaz;1
Gost;Svaha;1
Doch-rusalka;Melnik;1
Drugaja;Lovchij;1
Devushki;Knjaz;1
Knjaz;Melnik;2
Knjaz;Rusalki;1
Melnik;Odna;1
Doch-rusalka;Knjaz;2
Konjushij;Svat;1
Druzhko;Knjaz;1
Hor;Svat;1
Lovchij;Rusalki;1
Gost;Svat;1
Devushki;Hor;1
Svaha;Svat;1
Devushki;Svat;1
Hor;Odingolos;1
Gost;Odingolos;1
Knjaz;doch-rusalka;1
Devushki;Gost;1
Doch-rusalka;doch-rusalka;1
Knjaz;Lovchij;1
Drugaja;Rusalki;1
Gost;Knjaz;1
Knjaginja;Lovchij;1
Knjaz;Svat;1
Knjaz;Rusalochka;1
Doch-rusalka;Rusalochka;1
Druzhko;Hor;1
Konjushij;Svaha;1
Gost;Konjushij;1
