Source;Target;Weight
SynKalifa;VtorojJevnuh;1
Astrolog;PervyjJevnuh;1
Pirat;Staruha;1
Glashataj;Kadi;1
Kalif;Rab;1
Kadi;Pirat;1
Beduin;Ptitsy;1
Junosha;Ptitsy;1
Kadi;SynKalifa;1
PervyjJevnuh;Pirat;1
PervyjJevnuh;VtorojJevnuh;1
Beduin;Junosha;2
Shejh;SynKalifa;1
PervyjJevnuh;Shejh;1
Peri;Pirat;1
Dervish;Glashataj;1
Astrolog;Beduin;1
Dervish;Shejh;1
Junosha;Rab;1
Astrolog;Kadi;1
Astrolog;Kalif;1
Astrolog;Pirat;1
Astrolog;Peri;2
Gafiz;Ptitsy;1
Peri;Shejh;1
Astrolog;Junosha;1
Peri;Sindbad;1
Glashataj;SynKalifa;1
Angel;Gafiz;1
Kadi;VtorojJevnuh;1
Kadi;Shejh;1
Pirat;Shejh;1
Gafiz;Peri;1
Junosha;Peri;2
Peri;SynKalifa;1
Glashataj;VtorojJevnuh;1
Glashataj;Staruha;1
Angel;Ptitsy;1
Dervish;PervyjJevnuh;1
Dervish;Kadi;1
Angel;Junosha;1
Glashataj;Pirat;1
Dervish;VtorojJevnuh;1
Gafiz;Junosha;1
Astrolog;Iskander;1
Beduin;Dervish;2
Dervish;Sindbad;1
Staruha;SynKalifa;1
Glashataj;Peri;1
Beduin;Iskander;1
Dervish;Pirat;1
Astrolog;Dervish;2
Shejh;VtorojJevnuh;1
PervyjJevnuh;Staruha;1
Dervish;Peri;3
Astrolog;Rab;1
Kadi;PervyjJevnuh;1
Glashataj;Shejh;1
Angel;Beduin;1
Sindbad;SynKalifa;1
Peri;PervyjJevnuh;1
Dervish;Kalif;1
Shejh;Staruha;1
Peri;Rab;1
Staruha;VtorojJevnuh;1
Beduin;Peri;2
Iskander;Junosha;1
Dervish;Ptitsy;1
Angel;Peri;1
Pirat;SynKalifa;1
Glashataj;PervyjJevnuh;1
Kadi;Staruha;1
Dervish;Iskander;1
Dervish;Junosha;2
Astrolog;Shejh;1
Shejh;Sindbad;1
PervyjJevnuh;SynKalifa;1
Dervish;Rab;1
Junosha;Kalif;1
Kadi;Sindbad;1
Kadi;Peri;1
Pirat;Sindbad;1
Sindbad;Staruha;1
Dervish;Gafiz;1
Dervish;Staruha;1
Iskander;Peri;1
Kalif;Peri;1
Iskander;Rab;1
Sindbad;VtorojJevnuh;1
Glashataj;Sindbad;1
Astrolog;Glashataj;1
Beduin;Kalif;1
Astrolog;Staruha;1
Astrolog;SynKalifa;1
Astrolog;Sindbad;1
Peri;Ptitsy;1
Beduin;Gafiz;1
Pirat;VtorojJevnuh;1
Dervish;SynKalifa;1
Iskander;Kalif;1
Beduin;Rab;1
PervyjJevnuh;Sindbad;1
Angel;Dervish;1
Peri;VtorojJevnuh;1
Astrolog;VtorojJevnuh;1
Peri;Staruha;1
