Source;Target;Weight
Drugojvoin;Pervyjvoin;1
Semira;Vitozar;1
Oleg;Vozved;1
Oleg;Semira;6
Pervyjvoin;Semira;1
PervyjVoin;Pervyjvoin;1
Drugojvoin;Oskold;1
Oleg;Rostislav;6
Drugojvoin;PervyjVoin;1
Oleg;Oskold;3
Oskold;Pervyjvoin;1
Rostislav;Semira;7
Semira;Voin;1
Oskold;Semira;5
PervyjVoin;Semira;1
Izbrana;Oskold;1
Oskold;Rostislav;3
Drugojvoin;Semira;1
Oskold;PervyjVoin;1
Oleg;Vitozar;1
Izbrana;Semira;5
Rostislav;Voin;1
