Source;Target;Weight
Kutejkin;Solomonida;3
Neoh;Parasha;1
Preslep;Skotinin;3
Paraskovja;Pimen;2
Kutejkin;Tsyfirkin;2
Kutejkin;Preslep;3
Eremeevna;Neoh;1
Eremeevna;Skotinin;2
Neoh;Paraskovja;2
Neoh;Pimen;3
Kutejkin;Skotinin;3
Kutejkin;Paraskovja;2
Solomonida;Tsyfirkin;2
Pimen;Tsyfirkin;1
Kutejkin;Pimen;1
Preslep;Solomonida;5
Neoh;Solomonida;3
Skotinin;Tsyfirkin;2
Skotinin;Solomonida;3
Eremeevna;Kutejkin;2
Eremeevna;Parasha;1
Eremeevna;Preslep;5
Neoh;Skotinin;1
Parasha;Zhena;1
Kutejkin;Neoh;1
Parasha;Preslep;3
Preslep;Tsyfirkin;2
Pimen;Solomonida;4
Eremeevna;Solomonida;3
Eremeevna;Pimen;2
Preslep;Zhena;2
Parasha;Pimen;2
Neoh;Tsyfirkin;1
Neoh;Preslep;2
Pimen;Preslep;4
Paraskovja;Skotinin;2
Paraskovja;Solomonida;5
Paraskovja;Tsyfirkin;2
Eremeevna;Zhena;1
Parasha;Solomonida;2
Eremeevna;Tsyfirkin;2
Eremeevna;Paraskovja;2
Pimen;Skotinin;1
Paraskovja;Preslep;2
