Source;Target;Weight
Tsar;VtorojBirjuch;1
Bobyliha;ChucheloMasljanitsy;1
Bermjata;Otrok;1
Lel;Murash;3
Hor;OdnaStorona;1
Kurilka;Lel;1
Berendei;OdinBerendej;1
ObschijHor;Pervaja;1
GolosaIzNaroda;OdnaStorona;1
Lel;Snegurochka;8
Berendei;Snegurochka;1
Lel;Mizgir;4
DrugajaStorona;Mizgir;1
Bobyliha;PerviyHorBerendeev;1
Hor;Snegurochka;1
Pervaja;Vtoraja;1
Bermjata;Narod;2
OdnaStorona;Pervaja;1
ChucheloMasljanitsy;Snegurochka;1
Mizgir;Pervaja;1
Berendej;Lel;1
Berendej;Bobyl;1
2-jhor;Berendei;1
Gusljary(pojut);VtorojSkomoroh;1
Kupava;Malysh;2
OdnaStorona;Vtoraja;1
Brusilo;Lel;2
OdnaStorona;Tsar;1
Malysh;Radushka;2
Hor;Lel;1
Lel;PrekrasnajaElena;2
Kupava;Malusha;3
HorPtits;Leshij;1
GolosaIzLesu;PerviyHorBerendeev;1
Kurilka;Murash;1
Narod;Tsar;2
Pervaja;Tsar;1
Bobyl;OdinBerendej;1
Bobyl;PerviyHorBerendeev;1
1-jhor;PerviyHorBerendeev;1
Bobyl;GolosaIzLesu;1
GolosaIzNaroda;Hor;1
Hor;ObschijHor;1
GolosaIzNaroda;Pervaja;1
Leshij;Mizgir;1
Brusilo;Mizgir;2
Kupava;Kurilka;2
OdinBerendej;Snegurochka;1
Bobyliha;Narod;1
Bobyl;ChucheloMasljanitsy;1
Leshij;Vesna;1
Bermjata;Kupava;1
Lel;Vse;1
Lel;Malysh;1
Snegurochka;Vesna;3
Bobyl;Murash;1
1-jhor;Berendei;1
Mizgir;Vse;1
Malusha;Radushka;4
2-jhor;ChucheloMasljanitsy;1
ChucheloMasljanitsy;PerviyHorBerendeev;1
Malusha;Vse;1
Kupava;Snegurochka;4
Bobyl;Tsar;1
Brusilo;Devushkiiparni;1
Bobyliha;GolosaIzLesu;1
Kurilka;Mizgir;1
Kupava;Narod;1
Berendei;Bobyliha;1
Murash;Narod;1
Gusljary(pojut);PerviySkomoroh;1
Bermjata;Snegurochka;1
Birjuch;Bobyliha;1
Brusilo;Tsar;1
1-jhor;ChucheloMasljanitsy;1
Bobyliha;Tsar;2
Malusha;Malysh;2
Snegurochka;Tsar;3
Bermjata;Mizgir;2
Murash;Radushka;2
Bobyliha;Kurilka;1
HorNaroda;Murash;1
Kupava;Lel;3
Bermjata;Tsar;3
DrugajaStorona;Snegurochka;1
PerviySkomoroh;Tsar;1
Kurilka;Malysh;1
HorNaroda;Kupava;1
HorNaroda;Tsar;1
Bobyl;Lel;3
Malysh;Vse;1
Kupava;Radushka;3
ObschijHor;Snegurochka;1
GolosaIzLesu;OdinBerendej;1
Gusljary(pojut);Tsar;1
Murash;Snegurochka;1
2-jhor;Bobyl;1
Radushka;Tsar;1
GolosaIzNaroda;ObschijHor;1
Kupava;VtorojBirjuch;1
Hor;Tsar;1
DrugajaStorona;OdnaStorona;1
PrekrasnajaElena;Snegurochka;1
Narod;Snegurochka;1
Mizgir;Murash;2
Bobyliha;Lel;3
Birjuch;Bobyl;1
Kupava;Tsar;2
Berendei;PerviyHorBerendeev;1
Mizgir;OdnaStorona;1
Snegurochka;Vtoraja;1
Mizgir;Snegurochka;6
DrugajaStorona;Vtoraja;1
Lel;Narod;1
1-jhor;Snegurochka;1
Kurilka;Radushka;3
GolosaIzLesu;Snegurochka;1
Malysh;Mizgir;2
HorNaroda;Mizgir;1
Bobyl;Snegurochka;4
Lel;ObschijHor;1
Moroz;Vesna;2
Malusha;Mizgir;2
Bermjata;Bobyliha;1
Hor;Mizgir;1
Devushkiiparni;Lel;1
Bobyliha;Radushka;1
Mizgir;Vtoraja;1
Bobyl;Mizgir;2
Brusilo;Malysh;2
Tsar;VtorojSkomoroh;1
Kurilka;Snegurochka;3
Bobyl;Narod;1
Bermjata;Bobyl;1
Radushka;Vse;1
OdinBerendej;PerviyHorBerendeev;1
2-jhor;Snegurochka;1
Hor;Pervaja;1
Mizgir;Radushka;2
Bobyliha;Murash;1
Lel;Vtoraja;1
ObschijHor;Vtoraja;1
Devushkiiparni;Malusha;1
Bermjata;HorNaroda;1
2-jhor;PerviyHorBerendeev;1
Brusilo;Snegurochka;3
GolosaIzNaroda;Tsar;1
DrugajaStorona;GolosaIzNaroda;1
Bobyliha;Malusha;1
GolosaIzNaroda;Mizgir;1
DrugajaStorona;Pervaja;1
Birjuch;Snegurochka;1
Devushkiiparni;Kurilka;1
Bermjata;Murash;1
PerviyBirjuch;Tsar;1
DrugajaStorona;Tsar;1
OdnaStorona;Snegurochka;1
Berendej;Murash;1
Kupava;Otrok;1
Malusha;Murash;2
Bobyl;Kupava;1
1-jhor;Bobyliha;1
Devushkiiparni;Tsar;1
Bobyl;Bobyliha;4
Devushkiiparni;Radushka;1
Malusha;Tsar;1
Malysh;Murash;1
Berendei;GolosaIzLesu;1
Narod;PrekrasnajaElena;2
Bermjata;Lel;1
Bobyliha;OdinBerendej;1
Bobyliha;Devushkiiparni;1
Malysh;Snegurochka;1
Kupava;Vse;1
Bobyl;PrekrasnajaElena;1
Kurilka;Malusha;3
Murash;PrekrasnajaElena;1
Otrok;VtorojBirjuch;1
Tsar;Vtoraja;1
Leshij;VesnaKrasna;1
1-jhor;Bobyl;1
Kupava;Murash;2
HorNaroda;Narod;1
DrugajaStorona;ObschijHor;1
1-jhor;OdinBerendej;1
GolosaIzNaroda;Vtoraja;1
Lel;OdnaStorona;1
PrekrasnajaElena;Tsar;2
ChucheloMasljanitsy;GolosaIzLesu;1
DrugajaStorona;Hor;1
ChucheloMasljanitsy;OdinBerendej;1
Mizgir;PrekrasnajaElena;2
Brusilo;Kupava;3
Mizgir;Tsar;3
HorNaroda;PrekrasnajaElena;1
2-jhor;GolosaIzLesu;1
Otrok;PerviyBirjuch;1
Devushkiiparni;Murash;1
Otrok;Tsar;2
Malusha;Snegurochka;3
Brusilo;Malusha;4
2-jhor;Bobyliha;1
Kupava;Mizgir;4
Kupava;PerviyBirjuch;1
1-jhor;2-jhor;1
Murash;Vse;1
Berendei;Bobyl;1
Murash;Tsar;2
2-jhor;OdinBerendej;1
ObschijHor;Tsar;1
Bobyliha;Kupava;1
Bobyliha;Mizgir;2
HorPtits;VesnaKrasna;1
Lel;Pervaja;1
Berendei;ChucheloMasljanitsy;1
Bobyliha;Brusilo;1
Brusilo;Vse;1
Bermjata;ElenaPrekrasnaja;1
GolosaIzNaroda;Snegurochka;1
Lel;Radushka;2
Bobyliha;PrekrasnajaElena;1
Bobyliha;Snegurochka;5
Leshij;Moroz;1
Mizgir;Narod;2
DrugajaStorona;Lel;1
Lel;Malusha;2
Radushka;Snegurochka;3
PerviyBirjuch;VtorojBirjuch;1
ObschijHor;OdnaStorona;1
Moroz;Snegurochka;2
Pervaja;Snegurochka;1
Hor;Vtoraja;1
1-jhor;GolosaIzLesu;1
Leshij;Snegurochka;2
Kupava;PrekrasnajaElena;1
Kurilka;Tsar;1
PerviyHorBerendeev;Snegurochka;1
Bermjata;PrekrasnajaElena;2
PerviySkomoroh;VtorojSkomoroh;1
Mizgir;ObschijHor;1
Brusilo;Kurilka;3
Brusilo;Murash;2
GolosaIzNaroda;Lel;1
Devushkiiparni;Snegurochka;1
Lel;Tsar;3
Brusilo;Radushka;4
