Source;Target;Weight
Chudakov;Prositelnitsa;1
Polja;Underton;2
Momentalnikov;PontKich;1
PontKich;Trojkin;1
Militsioner;Optimistenko;1
Chudakov;Prositel;1
Mezaljansova;Prositel;1
Nochkin;Pobedonosikov;3
Prositel;Prositelnitsa;1
Chudakov;Underton;3
Belvedonskij;Dvojkin;1
Dvojkin;Foskin;2
Foskin;Momentalnikov;1
Optimistenko;Prositelnitsa;1
Dvojkin;Militsioner;1
Fosforicheskajazhenschina;Mezaljansova;3
Mezaljansova;Rezhisser;1
Nochkin;Underton;3
Fosforicheskajazhenschina;PontKich;2
Preddomkoma;Velosipedkin;1
Chudakov;Dvojkin;3
Momentalnikov;Velosipedkin;1
Pobedonosikov;Velosipedkin;5
Mezaljansova;PontKich;3
Chudakov;Momentalnikov;1
Belvedonskij;Pobedonosikov;2
Fosforicheskajazhenschina;Optimistenko;3
Nochkin;Trojkin;1
Mezaljansova;Prositelnitsa;1
Underton;Velosipedkin;3
Mezaljansova;Velosipedkin;6
Prositel;Underton;1
IvanIvanovich;Velosipedkin;4
IvanIvanovich;Optimistenko;2
Militsioner;PontKich;1
Trojkin;Velosipedkin;2
Foskin;Militsioner;1
Chudakov;Preddomkoma;1
Nochkin;PontKich;2
Foskin;PontKich;3
Dvojkin;Trojkin;2
Militsioner;Underton;1
Chudakov;Militsioner;1
Foskin;IvanIvanovich;3
Polja;PontKich;3
Mezaljansova;Underton;3
Mezaljansova;Momentalnikov;1
Mezaljansova;Trojkin;2
PontKich;Preddomkoma;1
Militsioner;Pobedonosikov;1
Foskin;Underton;2
Fosforicheskajazhenschina;Foskin;2
Foskin;Mezaljansova;3
Optimistenko;Polja;3
Mezaljansova;Preddomkoma;1
IvanIvanovich;Preddomkoma;1
Fosforicheskajazhenschina;Velosipedkin;3
Dvojkin;Optimistenko;3
Kapeldiner;Mezaljansova;1
Chudakov;Velosipedkin;5
PontKich;Velosipedkin;3
Fosforicheskajazhenschina;IvanIvanovich;2
Pobedonosikov;Prositelnitsa;1
Pobedonosikov;Underton;3
Nochkin;Prositel;1
Kapeldiner;Rezhisser;1
Foskin;Nochkin;2
Optimistenko;Underton;3
Fosforicheskajazhenschina;Militsioner;1
Pobedonosikov;Prositel;1
Mezaljansova;Optimistenko;4
Dvojkin;Polja;3
Belvedonskij;Prositelnitsa;1
Militsioner;Polja;1
Belvedonskij;Foskin;1
Belvedonskij;Mezaljansova;2
Foskin;Trojkin;1
Foskin;Velosipedkin;3
IvanIvanovich;Militsioner;1
IvanIvanovich;Mezaljansova;4
IvanIvanovich;Pobedonosikov;3
Chudakov;PontKich;3
Dvojkin;Fosforicheskajazhenschina;3
Belvedonskij;Optimistenko;2
Dvojkin;Pobedonosikov;3
IvanIvanovich;Underton;2
Dvojkin;Underton;2
Trojkin;Underton;1
Foskin;Pobedonosikov;2
Kapeldiner;Pobedonosikov;1
Fosforicheskajazhenschina;Pobedonosikov;3
Chudakov;Mezaljansova;5
Belvedonskij;Chudakov;2
IvanIvanovich;Rezhisser;1
Nochkin;Polja;2
Foskin;Polja;3
Mezaljansova;Nochkin;3
Belvedonskij;PontKich;1
Mezaljansova;Polja;4
Fosforicheskajazhenschina;Underton;2
Belvedonskij;Nochkin;2
IvanIvanovich;Trojkin;1
Optimistenko;Trojkin;2
Fosforicheskajazhenschina;Nochkin;2
Pobedonosikov;PontKich;2
IvanIvanovich;Momentalnikov;1
Optimistenko;Pobedonosikov;4
Chudakov;IvanIvanovich;3
Chudakov;Fosforicheskajazhenschina;3
Belvedonskij;Militsioner;1
Chudakov;Pobedonosikov;4
Chudakov;Foskin;3
Polja;Trojkin;2
Fosforicheskajazhenschina;Polja;3
Dvojkin;Mezaljansova;3
Belvedonskij;IvanIvanovich;1
Chudakov;Nochkin;3
Dvojkin;IvanIvanovich;2
IvanIvanovich;Polja;3
Belvedonskij;Fosforicheskajazhenschina;1
Polja;Velosipedkin;4
Dvojkin;Nochkin;2
Nochkin;Prositelnitsa;1
Optimistenko;PontKich;2
Momentalnikov;Polja;1
Chudakov;Optimistenko;4
Dvojkin;Velosipedkin;3
Foskin;Preddomkoma;1
Mezaljansova;Militsioner;1
Prositel;Velosipedkin;1
IvanIvanovich;Kapeldiner;1
Chudakov;Polja;4
IvanIvanovich;PontKich;3
Rezhisser;Velosipedkin;1
Belvedonskij;Prositel;1
Chudakov;Trojkin;2
Nochkin;Optimistenko;3
Polja;Preddomkoma;1
PontKich;Underton;2
Pobedonosikov;Trojkin;2
Kapeldiner;Velosipedkin;1
Belvedonskij;Velosipedkin;2
Optimistenko;Prositel;1
Prositelnitsa;Velosipedkin;1
Belvedonskij;Underton;2
Fosforicheskajazhenschina;Trojkin;2
Foskin;Optimistenko;2
Dvojkin;PontKich;2
Belvedonskij;Polja;1
Militsioner;Nochkin;1
Pobedonosikov;Rezhisser;1
Optimistenko;Velosipedkin;4
Prositelnitsa;Underton;1
Nochkin;Velosipedkin;3
IvanIvanovich;Nochkin;2
Momentalnikov;Preddomkoma;1
Pobedonosikov;Polja;3
Mezaljansova;Pobedonosikov;5
Militsioner;Velosipedkin;1
