Source;Target;Weight
Gustav;Ivanov;2
Fritz;Gustav;2
Kasimov;Shishkengolm;2
Kasimov;Liza;2
MinaHristianovna;Vihorin;2
Liza;Shishkengolm;2
Ivanov;Liza;2
Kurtsgalop;MinaHristianovna;1
Ivanov;Shishkengolm;2
Shishkengolm;Vihorin;2
Fritz;Vihorin;2
Fritz;MinaHristianovna;2
Ivanov;Vihorin;2
Kurtsgalop;Shishkengolm;1
Kurtsgalop;Vihorin;1
Gustav;MinaHristianovna;2
Gustav;Kurtsgalop;1
Liza;MinaHristianovna;2
Kasimov;MinaHristianovna;2
Gustav;Shishkengolm;2
Ivanov;MinaHristianovna;2
Fritz;Liza;2
Gustav;Liza;2
Kasimov;Kurtsgalop;1
Gustav;Kasimov;2
Kasimov;Vihorin;2
Ivanov;Kurtsgalop;1
Liza;Vihorin;2
Fritz;Ivanov;2
Fritz;Kasimov;2
Ivanov;Kasimov;3
Kurtsgalop;Liza;1
Fritz;Shishkengolm;2
Gustav;Vihorin;2
MinaHristianovna;Shishkengolm;2
Fritz;Kurtsgalop;1
