Source;Target;Weight
Durduran;Sljunjaj;2
Chernavka;Sljunjaj;2
Podschipa;Sljunjaj;7
Durduran;Trumf;2
Pazh;Podschipa;1
Podschipa;Vakula;6
Pazh;Sljunjaj;2
Durduran;Pazh;2
Sljunjaj;Tsyganka;1
Chernavka;Vakula;1
Durduran;Podschipa;5
Trumf;Tsyganka;2
Chernavka;Durduran;2
Pazh;Vakula;2
Podschipa;Tsyganka;2
Chernavka;Podschipa;4
Tsyganka;Vakula;2
Trumf;Vakula;3
Chernavka;Tsyganka;1
Sljunjaj;Trumf;4
Durduran;Vakula;6
Sljunjaj;Vakula;3
Podschipa;Trumf;5
Durduran;Tsyganka;2
Chernavka;Trumf;1
