Source;Target;Weight
Mitrofan;Vralman;1
GospozhaProstakova;Trishka;1
Milon;Starodum;8
Pravdin;Sluga;1
Kutejkin;Tsyfirkin;7
Mitrofan;Starodum;4
Mitrofan;Tsyfirkin;4
Milon;Pravdin;13
Kutejkin;Vralman;3
Kamerdiner;Sofja;1
Eremeevna;Skotinin;3
Eremeevna;Mitrofan;6
Pravdin;Starodum;13
Kamerdiner;Starodum;2
Milon;Sofja;8
GospozhaProstakova;Sofja;7
Kamerdiner;Vralman;1
Pravdin;Skotinin;10
GospozhaProstakova;Skotinin;9
Eremeevna;GospozhaProstakova;9
Eremeevna;Prostakov;3
Kutejkin;Starodum;1
Milon;Skotinin;8
Eremeevna;Sofja;3
Mitrofan;Prostakov;5
Mitrofan;Trishka;1
Eremeevna;Kutejkin;3
GospozhaProstakova;Tsyfirkin;5
Pravdin;Vralman;1
Kutejkin;Mitrofan;4
Milon;Vralman;1
Milon;Prostakov;4
Kutejkin;Pravdin;2
GospozhaProstakova;Mitrofan;10
GospozhaProstakova;Pravdin;11
Prostakov;Sluga;1
GospozhaProstakova;Starodum;10
Skotinin;Starodum;6
Mitrofan;Skotinin;5
Prostakov;Skotinin;9
Mitrofan;Sofja;3
Starodum;Tsyfirkin;1
Milon;Tsyfirkin;2
GospozhaProstakova;Kutejkin;5
Milon;Mitrofan;4
Pravdin;Prostakov;6
Sofja;Tsyfirkin;1
Prostakov;Tsyfirkin;1
Kutejkin;Sofja;1
Prostakov;Starodum;4
Skotinin;Sluga;1
Eremeevna;Pravdin;6
Starodum;Vralman;2
Pravdin;Tsyfirkin;2
Pravdin;Sofja;11
Prostakov;Sofja;5
Skotinin;Sofja;7
Tsyfirkin;Vralman;3
GospozhaProstakova;Vralman;2
Kutejkin;Milon;2
Sofja;Starodum;10
Eremeevna;Milon;4
Eremeevna;Tsyfirkin;3
Mitrofan;Pravdin;5
Eremeevna;Starodum;6
Eremeevna;Vralman;1
Kutejkin;Prostakov;1
GospozhaProstakova;Milon;7
GospozhaProstakova;Prostakov;10
