Source;Target;Weight
Kij;Strazhgradskihvorot;1
Edinyjvoin;Kij;1
Kij;Osnelda;1
Astrada;Horev;1
Kij;Velkar;3
Horev;Velkar;2
Stalverh;Strazhgradskihvorot;1
Edinyjvoin;Velkar;1
Kij;Strazhtemnits;1
Stalverh;Strazhtemnits;1
Kij;Poslannyj;1
Kij;Zavloh;2
Velkar;Zavloh;1
Astrada;Osnelda;4
Poslannyj;Velkar;1
Horev;Kij;3
Osnelda;Velkar;1
Edinyjvoin;Zavloh;1
Astrada;Kij;1
Edinyjvoin;Horev;1
Kij;Nevolnik;1
Kij;Stalverh;3
Strazhgradskihvorot;Strazhtemnits;1
Horev;Zavloh;2
Horev;Osnelda;4
