Source;Target;Weight
Bojarin;TretijPridvornyj;1
DrugojBojarin;Patriarh;1
Mamka;Tsar_Boris;1
Misail;PervyjPristav;1
Basmanov;Bojarin;1
Patriarh;Shujskij;1
Kurbskij;Pater;1
Karela;Pater;1
Hozjajka;Misail;1
SemenGodunov;Shujskij;1
Marzheret;Nemtsy;1
Bojare;TretijPridvornyj;1
Feodor;SemenGodunov;1
Feodor;OdinPridvornyj;1
Ljahi;Voiny;1
Feodor;Ksenija;2
Ksenija;Shujskij;1
Basmanov;Tsar_Boris;2
Jurodivyj;TretijIzNaroda_2;1
Bojare;TretijIzNaroda_2;1
Grigorij_Dimitrij_Lzhedimitrij_Samozvanets;Nemtsy;1
DrugojIzNaroda_1;Schelkalov;1
Feodor;TretijPridvornyj;1
Hozjajka;PervijPristav;1
Patriarh;Tsar_Boris;1
Tsar_Boris;VtorojStolnik;1
Narod;TretijIzNaroda_2;1
Mnishek;VtorajaDama;1
Grigorij_Dimitrij_Lzhedimitrij_Samozvanets;PervijPristav;1
Mamka;SemenGodunov;1
Ksenija;OdinIzNaroda_3;1
PervyjPristav;VtorojPristav;1
TretjaDama;Vishnevetskij;1
DrugojIzNaroda_1;TretijIzNaroda_1;1
Bojarin;PjatyjPridvornyj;1
DrugojLjah;Plennik;1
OdinIzNaroda_1;Schelkalov;1
Ljahi;Plennik;1
GavrilaPushkin;Karela;1
TretijPridvornyj;Tsar_Boris;1
Nemtsy;Voiny;1
DrugojIzNaroda_3;MosalSkij;1
Basmanov;PjatyjPridvornyj;1
PervijPristav;VtorojPristav;1
Ksenija;Mamka;1
Basmanov;Patriarh;1
Feodor;Tsar_Boris;2
ChetvertyjIzNaroda_2;Narod;1
DrugojIzBegletsov;Ljahi;1
Bojare;OdinIzMalchishek;1
ShestojPridvornyj;TretijPridvornyj;1
Grigorij_Dimitrij_Lzhedimitrij_Samozvanets;Misail;1
Feodor;Mamka;1
OdinIzMalchishek;OdinIzNaroda_2;1
Grigorij_Dimitrij_Lzhedimitrij_Samozvanets;Marzheret;1
MalChishki;OdinIzMalchishek;1
DrugojLjah;Grigorij_Dimitrij_Lzhedimitrij_Samozvanets;1
PervyjBojarin;Shujskij;1
Grigorij_Dimitrij_Lzhedimitrij_Samozvanets;PervyjPristav;1
Basmanov;DrugojBojarin;1
Bojare;ShestojPridvornyj;1
PervyjPristav;Varlaam;1
DrugojIzNaroda_2;MalChishki;1
Grigorij_Dimitrij_Lzhedimitrij_Samozvanets;Ljah;2
MosalSkij;Strazha;1
MalChik;Pushkin;1
ChetvertyjIzNaroda_2;Jurodivyj;1
Hruschov;Poet;1
Bojarin;OdinPridvornyj;1
Marina;PervyjKavaler;1
Marina;TretijKavaler;1
Hruschov;Pater;1
DrugojPridvornyj;PjatyjPridvornyj;1
DrugojIzNaroda_3;Nischij;1
Grigorij_Dimitrij_Lzhedimitrij_Samozvanets;OdinIzBegletsov;1
Mnishek;TretijKavaler;1
DrugojIzNaroda_2;TretijIzNaroda_2;1
Marina;Mnishek;1
ChetvertyjPridvornyj;ShestojPridvornyj;1
Grigorij_Dimitrij_Lzhedimitrij_Samozvanets;Hozjajka;1
GavrilaPushkin;Kurbskij;1
MalChishki;Tsar_Boris;1
Strazha;TretijIzNaroda_3;1
Nemtsy;VRozen;1
Ksenija;SemenGodunov;1
DrugojIzBegletsov;Marzheret;1
Grigorij_Dimitrij_Lzhedimitrij_Samozvanets;Kurbskij;2
OdinIzBegletsov;Voiny;1
OdinIzNaroda_1;TretijIzNaroda_1;1
DrugojIzNaroda_3;Strazha;1
VRozen;Voiny;1
Narod;OdinIzMalchishek;1
MalChishki;Staruha;1
Bojare;Staruha;1
Marzheret;Voiny;1
DrugojIzNaroda_3;TretijIzNaroda_3;1
Feodor;Shujskij;1
Grigorij_Dimitrij_Lzhedimitrij_Samozvanets;Marina;1
DrugojLjah;Ljah;1
Bojare;OdinIzNaroda_2;1
MosalSkij;Narod;1
OdinIzMalchishek;Tsar_Boris;1
Basmanov;GavrilaPushkin;1
Hozjajka;Varlaam;1
TretijKavaler;TretjaDama;1
Feodor;MosalSkij;1
Marina;PervajaDama;1
ChetvertyjPridvornyj;OdinPridvornyj;1
Bojare;Jurodivyj;1
Hruschov;Kurbskij;1
ChetvertyjIzNaroda_2;TretijIzNaroda_2;1
DrugojLjah;Ljahi;1
PervyjKavaler;VtorajaDama;1
PervajaDama;Vishnevetskij;1
GavrilaPushkin;Poljak;1
Narod;OdinIzNaroda_3;1
Bojare;Narod;1
Basmanov;Shujskij;1
DrugojIzNaroda_2;Narod;1
DrugojIzNaroda_2;OdinIzMalchishek;1
MalChishki;TretijIzNaroda_2;1
MalChik;Shujskij;1
Ksenija;Nischij;1
Marina;VtorajaDama;1
Pater;Poljak;1
Ksenija;MosalSkij;1
MosalSkij;TretijIzNaroda_3;1
Narod;Nischij;1
PjatyjPridvornyj;TretijPridvornyj;1
DrugojIzNaroda_2;Tsar_Boris;1
Tsar_Boris;Vorotynskij;1
DrugojPridvornyj;ShestojPridvornyj;1
OdinPridvornyj;ShestojPridvornyj;1
ChetvertyjPridvornyj;Tsar_Boris;1
Bojare;Vorotynskij;1
Mnishek;TretjaDama;1
DrugojIzBegletsov;OdinIzBegletsov;1
PervajaDama;TretijKavaler;1
Igumen;Patriarh;1
DrugojIzNaroda_2;OdinIzNaroda_2;1
