"";"name";"betweenness";"closeness";"strength";"degree";"average_distance";"graph_density";"file";"author"
"231";"Monah";0;0,0434782608695652;3;3;23;0,582417582417582;"Pushkin_-_Kamennyj_gost.csv";"Pushkin"
"232";"Statuja";0;0,0416666666666667;2;2;24;0,582417582417582;"Pushkin_-_Kamennyj_gost.csv";"Pushkin"
"233";"Alber";4;0,25;4;4;4;0,6;"Pushkin_-_Skupoj_rytsar.csv";"Pushkin"
"234";"Baron";0;0,166666666666667;2;2;6;0,6;"Pushkin_-_Skupoj_rytsar.csv";"Pushkin"
"235";"Ivan";0;0,166666666666667;2;2;6;0,6;"Pushkin_-_Skupoj_rytsar.csv";"Pushkin"
"236";"Gertsog";0;0,166666666666667;2;2;6;0,6;"Pushkin_-_Skupoj_rytsar.csv";"Pushkin"
"237";"Zhid";0;0,166666666666667;2;2;6;0,6;"Pushkin_-_Skupoj_rytsar.csv";"Pushkin"
"238";"Georgij";0;0,166666666666667;21;4;6;0,733333333333333;"Sumarokov_-_Dimitrij_Samozvanets.csv";"Sumarokov"
"239";"Ksenija";0;0,166666666666667;27;4;6;0,733333333333333;"Sumarokov_-_Dimitrij_Samozvanets.csv";"Sumarokov"
"240";"Parmen";0;0,166666666666667;14;4;6;0,733333333333333;"Sumarokov_-_Dimitrij_Samozvanets.csv";"Sumarokov"
"241";"Dimitrij";4;0,2;29;5;5;0,733333333333333;"Sumarokov_-_Dimitrij_Samozvanets.csv";"Sumarokov"
"242";"Shujskij";0;0,166666666666667;24;4;6;0,733333333333333;"Sumarokov_-_Dimitrij_Samozvanets.csv";"Sumarokov"
"243";"Nachalnik";0;0,111111111111111;3;1;9;0,733333333333333;"Sumarokov_-_Dimitrij_Samozvanets.csv";"Sumarokov"
"244";"Stalverh";0;0,0526315789473684;5;3;19;0,378787878787879;"Sumarokov_-_Horev.csv";"Sumarokov"
"245";"Strazhgradskihvorot";0;0,0526315789473684;3;3;19;0,378787878787879;"Sumarokov_-_Horev.csv";"Sumarokov"
"246";"Edinyjvoin";0;0,0555555555555556;4;4;18;0,378787878787879;"Sumarokov_-_Horev.csv";"Sumarokov"
"247";"Astrada";0;0,0526315789473684;6;3;19;0,378787878787879;"Sumarokov_-_Horev.csv";"Sumarokov"
"248";"Kij";36;0,0909090909090909;18;11;11;0,378787878787879;"Sumarokov_-_Horev.csv";"Sumarokov"
"249";"Osnelda";0,333333333333333;0,0555555555555556;10;4;18;0,378787878787879;"Sumarokov_-_Horev.csv";"Sumarokov"
"250";"Velkar";2,66666666666667;0,0625;9;6;16;0,378787878787879;"Sumarokov_-_Horev.csv";"Sumarokov"
"251";"Horev";2;0,0625;13;6;16;0,378787878787879;"Sumarokov_-_Horev.csv";"Sumarokov"
"252";"Poslannyj";0;0,05;2;2;20;0,378787878787879;"Sumarokov_-_Horev.csv";"Sumarokov"
"253";"Strazhtemnits";0;0,0526315789473684;3;3;19;0,378787878787879;"Sumarokov_-_Horev.csv";"Sumarokov"
"254";"Zavloh";0;0,0555555555555556;6;4;18;0,378787878787879;"Sumarokov_-_Horev.csv";"Sumarokov"
"255";"Nevolnik";0;0,0476190476190476;1;1;21;0,378787878787879;"Sumarokov_-_Horev.csv";"Sumarokov"
"256";"Drugojvoin";0;0,0666666666666667;4;4;15;0,466666666666667;"Sumarokov_-_Semira.csv";"Sumarokov"
"257";"Oleg";9;0,0769230769230769;17;5;13;0,466666666666667;"Sumarokov_-_Semira.csv";"Sumarokov"
"258";"Oskold";6,33333333333333;0,0909090909090909;15;7;11;0,466666666666667;"Sumarokov_-_Semira.csv";"Sumarokov"
"259";"Rostislav";0,666666666666667;0,0714285714285714;17;4;14;0,466666666666667;"Sumarokov_-_Semira.csv";"Sumarokov"
"260";"Izbrana";0;0,0588235294117647;6;2;17;0,466666666666667;"Sumarokov_-_Semira.csv";"Sumarokov"
"261";"Semira";11,3333333333333;0,1;28;8;10;0,466666666666667;"Sumarokov_-_Semira.csv";"Sumarokov"
"262";"Pervyjvoin";0;0,0666666666666667;4;4;15;0,466666666666667;"Sumarokov_-_Semira.csv";"Sumarokov"
"263";"Voin";0,666666666666667;0,0714285714285714;6;5;14;0,466666666666667;"Sumarokov_-_Semira.csv";"Sumarokov"
"264";"Vitozar";0;0,0625;2;2;16;0,466666666666667;"Sumarokov_-_Semira.csv";"Sumarokov"
"265";"Vozved";0;0,0476190476190476;1;1;21;0,466666666666667;"Sumarokov_-_Semira.csv";"Sumarokov"
"266";"Baron";0;0,333333333333333;3;3;3;1;"Tolstoy_A_-_Blondy.csv";"Tolstoy"
"267";"Knjaz";0;0,333333333333333;6;3;3;1;"Tolstoy_A_-_Blondy.csv";"Tolstoy"
"268";"Knjaginja";0;0,333333333333333;6;3;3;1;"Tolstoy_A_-_Blondy.csv";"Tolstoy"
"269";"Knjaziknjaginja";0;0,333333333333333;3;3;3;1;"Tolstoy_A_-_Blondy.csv";"Tolstoy"
