"";"name";"betweenness";"closeness";"strength";"degree";"average_distance";"graph_density"
"1";"Golostretego";0;0,02;8;8;50;0,632183908045977
"2";"Chej-Togolos";0;0,0256410256410256;19;19;39;0,632183908045977
"3";"Poet";6,11111111111111;0,0294117647058824;32;24;34;0,632183908045977
"4";"Chernyj";6,11111111111111;0,0294117647058824;32;24;34;0,632183908045977
"5";"Golosavtolpe";6,11111111111111;0,0294117647058824;32;24;34;0,632183908045977
"6";"Devushka";0;0,02;8;8;50;0,632183908045977
"7";"Otdelnyepomerkshiegolosa";0;0,0256410256410256;19;19;39;0,632183908045977
"8";"Mnogiegolosa";0;0,0256410256410256;19;19;39;0,632183908045977
"9";"Vtorojrabochij";12,5;0,025;21;18;40;0,632183908045977
"10";"Prodavschitsaroz";0;0,02;8;8;50;0,632183908045977
"11";"Tretijrabochij";0;0,0222222222222222;13;13;45;0,632183908045977
"12";"Nischaja";0;0,0256410256410256;19;19;39;0,632183908045977
"13";"Golosnischego";0;0,0256410256410256;19;19;39;0,632183908045977
"14";"Pervyj";46,1111111111111;0,0344827586206897;40;29;29;0,632183908045977
"15";"Drugojrabochij";0;0,0222222222222222;13;13;45;0,632183908045977
"16";"Pervyjrabochij";12,5;0,025;21;18;40;0,632183908045977
"17";"Cheloveksfakelom";0;0,0256410256410256;19;19;39;0,632183908045977
"18";"Rabochij";0;0,0222222222222222;13;13;45;0,632183908045977
"19";"Junosha";0;0,02;8;8;50;0,632183908045977
"20";"Golosa";0;0,0256410256410256;19;19;39;0,632183908045977
"21";"Vtoroj";46,1111111111111;0,0344827586206897;40;29;29;0,632183908045977
"22";"Dochzodchego";6,11111111111111;0,0294117647058824;32;24;34;0,632183908045977
"23";"Drugiegolosa";0;0,0256410256410256;19;19;39;0,632183908045977
"24";"Totzheobydennyjgolos";0;0,0256410256410256;19;19;39;0,632183908045977
"25";"Chelovekvchernom";0;0,0256410256410256;19;19;39;0,632183908045977
"26";"Ona";0;0,0256410256410256;19;19;39;0,632183908045977
"27";"Shut";6,11111111111111;0,0294117647058824;32;24;34;0,632183908045977
"28";"Zodchij";6,11111111111111;0,0294117647058824;32;24;34;0,632183908045977
"29";"Vtorojigolostretego";0;0,02;8;8;50;0,632183908045977
"30";"Zolotoj";6,11111111111111;0,0294117647058824;32;24;34;0,632183908045977
