"";"name";"betweenness";"closeness";"strength";"degree";"average_distance";"graph_density"
"1";"Shejh";0;0,037037037037037;11;11;27;0,557894736842105
"2";"Kalif";0;0,032258064516129;7;7;31;0,557894736842105
"3";"Beduin";3;0,0357142857142857;13;10;28;0,557894736842105
"4";"Angel";0;0,03125;6;6;32;0,557894736842105
"5";"Kadi";0;0,037037037037037;11;11;27;0,557894736842105
"6";"Dervish";31,5;0,0526315789473684;24;19;19;0,557894736842105
"7";"Glashataj";0;0,037037037037037;11;11;27;0,557894736842105
"8";"Iskander";0;0,032258064516129;7;7;31;0,557894736842105
"9";"Gafiz";0;0,03125;6;6;32;0,557894736842105
"10";"Astrolog";15;0,0454545454545455;18;16;22;0,557894736842105
"11";"Pirat";0;0,037037037037037;11;11;27;0,557894736842105
"12";"Sindbad";0;0,037037037037037;11;11;27;0,557894736842105
"13";"Junosha";3;0,0357142857142857;13;10;28;0,557894736842105
"14";"Peri";31,5;0,0526315789473684;24;19;19;0,557894736842105
"15";"Staruha";0;0,037037037037037;11;11;27;0,557894736842105
"16";"PervyjJevnuh";0;0,037037037037037;11;11;27;0,557894736842105
"17";"Synkalifa";0;0,037037037037037;11;11;27;0,557894736842105
"18";"Rab";0;0,032258064516129;7;7;31;0,557894736842105
"19";"VtorojJevnuh";0;0,037037037037037;11;11;27;0,557894736842105
"20";"Ptitsy";0;0,03125;6;6;32;0,557894736842105
