Source;Type;Target;Weight
Eremeevna;Undirected;Neoh;1
Kutejkin;Undirected;Preslep;3
Kutejkin;Undirected;Skotinin;3
Paraskovja;Undirected;Solomonida;5
Eremeevna;Undirected;Kutejkin;2
Paraskovja;Undirected;Preslep;2
Skotinin;Undirected;Tsyfirkin;2
Eremeevna;Undirected;Zhena;1
Parasha;Undirected;Zhena;1
Eremeevna;Undirected;Solomonida;3
Paraskovja;Undirected;Skotinin;2
Neoh;Undirected;Preslep;2
Eremeevna;Undirected;Preslep;5
Neoh;Undirected;Skotinin;1
Neoh;Undirected;Solomonida;3
Eremeevna;Undirected;Tsyfirkin;2
Kutejkin;Undirected;Solomonida;3
Preslep;Undirected;Zhena;2
Parasha;Undirected;Preslep;3
Neoh;Undirected;Tsyfirkin;1
Preslep;Undirected;Tsyfirkin;2
Kutejkin;Undirected;Pimen;1
Kutejkin;Undirected;Paraskovja;2
Eremeevna;Undirected;Parasha;1
Eremeevna;Undirected;Skotinin;2
Pimen;Undirected;Preslep;4
Pimen;Undirected;Solomonida;4
Paraskovja;Undirected;Pimen;2
Neoh;Undirected;Paraskovja;2
Solomonida;Undirected;Tsyfirkin;2
Pimen;Undirected;Tsyfirkin;1
Pimen;Undirected;Skotinin;1
Eremeevna;Undirected;Pimen;2
Preslep;Undirected;Solomonida;5
Skotinin;Undirected;Solomonida;3
Paraskovja;Undirected;Tsyfirkin;2
Kutejkin;Undirected;Tsyfirkin;2
Preslep;Undirected;Skotinin;3
Parasha;Undirected;Solomonida;2
Neoh;Undirected;Parasha;1
Kutejkin;Undirected;Neoh;1
Neoh;Undirected;Pimen;3
Parasha;Undirected;Pimen;2
Eremeevna;Undirected;Paraskovja;2
