Source;Type;Target;Weight
Tsyganka;Undirected;Vakula;2
Chernavka;Undirected;Sljunjaj;2
Podschipa;Undirected;Sljunjaj;7
Durduran;Undirected;Podschipa;5
Chernavka;Undirected;Tsyganka;1
Chernavka;Undirected;Trumf;1
Podschipa;Undirected;Trumf;5
Podschipa;Undirected;Tsyganka;2
Chernavka;Undirected;Durduran;2
Trumf;Undirected;Tsyganka;2
Chernavka;Undirected;Podschipa;4
Sljunjaj;Undirected;Trumf;4
Pazh;Undirected;Podschipa;1
Sljunjaj;Undirected;Vakula;3
Podschipa;Undirected;Vakula;6
Trumf;Undirected;Vakula;3
Durduran;Undirected;Trumf;2
Durduran;Undirected;Pazh;2
Durduran;Undirected;Vakula;6
Durduran;Undirected;Sljunjaj;2
Durduran;Undirected;Tsyganka;2
Pazh;Undirected;Vakula;2
Chernavka;Undirected;Vakula;1
Sljunjaj;Undirected;Tsyganka;1
Pazh;Undirected;Sljunjaj;2
