Source;Type;Target;Weight
Aplombov;Undirected;Lakej;2
Aplombov;Undirected;Jat;3
Mozgovoj;Undirected;Zhigalov;2
Njunin;Undirected;Zhigalov;1
Aplombov;Undirected;Zmejukina;3
Jat;Undirected;Mozgovoj;2
Aplombov;Undirected;Njunin;2
Jat;Undirected;Zmejukina;5
Dymba;Undirected;Jat;3
Aplombov;Undirected;Dashenka;1
Dymba;Undirected;Kavalery;2
Mozgovoj;Undirected;Shafer;2
Njunin;Undirected;Revunov;1
Aplombov;Undirected;Dymba;3
Revunov;Undirected;Zhigalov;1
Zhigalov;Undirected;Zmejukina;3
Dashenka;Undirected;NastasjaTimofeevna;1
Mozgovoj;Undirected;Revunov;1
Lakej;Undirected;Njunin;1
Revunov;Undirected;Shafer;1
Dashenka;Undirected;Kavalery;1
Dymba;Undirected;Revunov;1
Jat;Undirected;Zhigalov;3
Dymba;Undirected;Zhigalov;3
NastasjaTimofeevna;Undirected;Zmejukina;4
Dymba;Undirected;Zmejukina;3
Jat;Undirected;Kavalery;2
Aplombov;Undirected;Shafer;3
Dashenka;Undirected;Dymba;1
Mozgovoj;Undirected;NastasjaTimofeevna;2
Lakej;Undirected;NastasjaTimofeevna;2
Dashenka;Undirected;Jat;1
Njunin;Undirected;Zmejukina;2
NastasjaTimofeevna;Undirected;Shafer;4
Kavalery;Undirected;NastasjaTimofeevna;2
Jat;Undirected;Shafer;5
Dashenka;Undirected;Zmejukina;1
Dashenka;Undirected;Zhigalov;1
NastasjaTimofeevna;Undirected;Zhigalov;3
Jat;Undirected;Njunin;2
Dashenka;Undirected;Shafer;1
Dashenka;Undirected;Mozgovoj;1
Mozgovoj;Undirected;Njunin;1
Kavalery;Undirected;Zhigalov;2
Shafer;Undirected;Zmejukina;5
Dymba;Undirected;Mozgovoj;2
Aplombov;Undirected;Revunov;1
Kavalery;Undirected;Revunov;1
Kavalery;Undirected;Mozgovoj;2
Kavalery;Undirected;Shafer;2
NastasjaTimofeevna;Undirected;Njunin;3
NastasjaTimofeevna;Undirected;Revunov;1
Dymba;Undirected;Njunin;1
Jat;Undirected;NastasjaTimofeevna;4
Aplombov;Undirected;Zhigalov;3
Mozgovoj;Undirected;Zmejukina;2
Kavalery;Undirected;Njunin;1
Aplombov;Undirected;NastasjaTimofeevna;5
Jat;Undirected;Revunov;1
Kavalery;Undirected;Zmejukina;2
Shafer;Undirected;Zhigalov;3
Aplombov;Undirected;Mozgovoj;2
Revunov;Undirected;Zmejukina;1
Dymba;Undirected;Shafer;3
Aplombov;Undirected;Kavalery;2
Dymba;Undirected;NastasjaTimofeevna;3
Njunin;Undirected;Shafer;2
