Source;Type;Target;Weight
Ahti;Undirected;Snorre;9
Konung;Undirected;Snorre;5
Konung;Undirected;Vozhd;3
Lage;Undirected;Vozhd;3
Lage;Undirected;Snorre;10
Lera;Undirected;Vozhd;2
Gondla;Undirected;Snorre;6
Gondla;Undirected;Lera;7
Snorre;Undirected;Vozhd;4
Lera;Undirected;Snorre;4
Grubbe;Undirected;Vozhd;4
Gondla;Undirected;Lage;6
Ahti;Undirected;Konung;4
Gondla;Undirected;Vozhd;4
Grubbe;Undirected;Snorre;10
Grubbe;Undirected;Lage;10
Ahti;Undirected;Lera;4
Ahti;Undirected;Grubbe;9
Konung;Undirected;Lage;4
Ahti;Undirected;Gondla;6
Lage;Undirected;Lera;5
Konung;Undirected;Lera;2
Ahti;Undirected;Vozhd;4
Gondla;Undirected;Grubbe;6
Ahti;Undirected;Lage;8
Grubbe;Undirected;Lera;4
Grubbe;Undirected;Konung;5
Gondla;Undirected;Konung;3
