Source;Type;Target;Weight
Akteon;Undirected;Hiale;1
Akteon;Undirected;PervyjPes;1
PervyjPes;Undirected;VtorojPes;1
Akteon;Undirected;PervyjJunosha;1
Agava;Undirected;Akteon;1
Ehion;Undirected;TretijJunosha;1
Hiale;Undirected;Krokale;2
Kadm;Undirected;PervyjJunosha;1
Diana;Undirected;Krokale;2
Akteon;Undirected;VtorojJunosha;1
Diana;Undirected;Ohotnitsy;1
Ehion;Undirected;Kadm;3
Agava;Undirected;TretijJunosha;1
PervyjJunosha;Undirected;VtorojJunosha;1
Akteon;Undirected;Krokale;1
Agava;Undirected;Kadm;2
PervyjPes;Undirected;TretijPes;1
Akteon;Undirected;Ranis;1
Agava;Undirected;Ehion;2
TretijJunosha;Undirected;VtorojJunosha;1
Krokale;Undirected;Ranis;2
Akteon;Undirected;Diana;1
Akteon;Undirected;Ehion;1
Diana;Undirected;Ranis;2
Hiale;Undirected;Ranis;2
Hiale;Undirected;Ohotnitsy;1
Akteon;Undirected;VtorojPes;1
Agava;Undirected;PervyjJunosha;1
Diana;Undirected;Hiale;2
Ehion;Undirected;VtorojJunosha;1
Kadm;Undirected;VtorojJunosha;1
Akteon;Undirected;TretijJunosha;1
PervyjJunosha;Undirected;TretijJunosha;1
Ohotnitsy;Undirected;Ranis;1
Akteon;Undirected;TretijPes;1
Ehion;Undirected;PervyjJunosha;1
Krokale;Undirected;Ohotnitsy;1
Akteon;Undirected;Kadm;1
Kadm;Undirected;TretijJunosha;1
TretijPes;Undirected;VtorojPes;1
Agava;Undirected;VtorojJunosha;1
