Source;Type;Target;Weight
DrugojGolos;Undirected;Kuzovkin;1
Masha;Undirected;Petr;1
Karpachov;Undirected;Olga;2
Karpachov;Undirected;Petr;2
DrugojGolos;Undirected;Ivanov;1
Eletskij;Undirected;Trembinskij;2
Anpadist;Undirected;Olga;1
Anpadist;Undirected;Tropachev;1
GolosaDevok;Undirected;Ivanov;1
Eletskij;Undirected;Petr;2
Egor;Undirected;Petr;1
Petr;Undirected;Tropachev;2
Ivanov;Undirected;Trembinskij;2
PraskovjaIvanovna;Undirected;Tropachev;2
Egor;Undirected;Kuzovkin;1
Karpachov;Undirected;Tropachev;2
Eletskij;Undirected;Olga;2
Karpachov;Undirected;Kuzovkin;2
Eletskij;Undirected;GolosaDevok;1
Egor;Undirected;Tropachev;1
Anpadist;Undirected;Karpachov;1
Anpadist;Undirected;Eletskij;1
DrugojGolos;Undirected;Olga;1
Kuzovkin;Undirected;Olga;2
Eletskij;Undirected;Kuzovkin;2
DrugojGolos;Undirected;Egor;1
Olga;Undirected;Trembinskij;2
Ivanov;Undirected;Petr;2
Anpadist;Undirected;Masha;1
DrugojGolos;Undirected;Petr;1
Olga;Undirected;Petr;2
Egor;Undirected;Ivanov;1
Anpadist;Undirected;Ivanov;1
Ivanov;Undirected;Tropachev;2
Anpadist;Undirected;Trembinskij;1
DrugojGolos;Undirected;PraskovjaIvanovna;1
DrugojGolos;Undirected;Eletskij;1
Ivanov;Undirected;Masha;1
Eletskij;Undirected;Ivanov;2
GolosaDevok;Undirected;PraskovjaIvanovna;1
Egor;Undirected;Karpachov;1
Masha;Undirected;Tropachev;1
GolosaDevok;Undirected;Olga;1
Petr;Undirected;PraskovjaIvanovna;2
Anpadist;Undirected;Egor;1
Ivanov;Undirected;Karpachov;2
GolosaDevok;Undirected;Kuzovkin;1
GolosaDevok;Undirected;Trembinskij;1
Ivanov;Undirected;PraskovjaIvanovna;2
Petr;Undirected;Trembinskij;2
GolosaDevok;Undirected;Tropachev;1
GolosaDevok;Undirected;Masha;1
Kuzovkin;Undirected;PraskovjaIvanovna;2
Egor;Undirected;Olga;1
Egor;Undirected;GolosaDevok;1
Trembinskij;Undirected;Tropachev;2
DrugojGolos;Undirected;Tropachev;1
Egor;Undirected;Eletskij;1
Olga;Undirected;Tropachev;2
Karpachov;Undirected;PraskovjaIvanovna;2
DrugojGolos;Undirected;GolosaDevok;1
Kuzovkin;Undirected;Trembinskij;2
GolosaDevok;Undirected;Karpachov;1
Anpadist;Undirected;GolosaDevok;1
Eletskij;Undirected;Tropachev;2
Eletskij;Undirected;Karpachov;2
PraskovjaIvanovna;Undirected;Trembinskij;2
Egor;Undirected;Trembinskij;1
Kuzovkin;Undirected;Tropachev;2
Eletskij;Undirected;PraskovjaIvanovna;2
Olga;Undirected;PraskovjaIvanovna;2
Ivanov;Undirected;Kuzovkin;2
Masha;Undirected;Trembinskij;1
Karpachov;Undirected;Masha;1
Eletskij;Undirected;Masha;1
Anpadist;Undirected;Kuzovkin;1
DrugojGolos;Undirected;Karpachov;1
GolosaDevok;Undirected;Petr;1
Karpachov;Undirected;Trembinskij;2
Egor;Undirected;PraskovjaIvanovna;1
Masha;Undirected;PraskovjaIvanovna;1
Anpadist;Undirected;DrugojGolos;1
Egor;Undirected;Masha;1
DrugojGolos;Undirected;Trembinskij;1
Kuzovkin;Undirected;Petr;2
Anpadist;Undirected;PraskovjaIvanovna;1
Kuzovkin;Undirected;Masha;1
DrugojGolos;Undirected;Masha;1
Anpadist;Undirected;Petr;1
Masha;Undirected;Olga;1
Ivanov;Undirected;Olga;2
