"";"name";"betweenness";"closeness";"strength";"degree";"average_distance";"graph_density"
"1";"IvanPetrovich";5;0,25;6;4;4;0,5
"2";"AleksandrIvanovich";0;0,166666666666667;4;2;6;0,5
"3";"Shrejder";0;0,142857142857143;1;1;7;0,5
"4";"Lakej";0;0,142857142857143;1;1;7;0,5
"5";"KaterinaAleksandrovna";0;0,166666666666667;2;2;6;0,5
