"";"name";"betweenness";"closeness";"strength";"degree";"average_distance";"graph_density"
"1";"Pravdin";5,41468253968254;0,0625;81;12;16;0,657142857142857
"2";"Prostakov";3,86904761904762;0,0588235294117647;49;11;17;0,657142857142857
"3";"Eremeevna";0,652777777777778;0,0588235294117647;47;11;17;0,657142857142857
"4";"G-zhaProstakova";6,65277777777778;0,0625;86;12;16;0,657142857142857
"5";"Mitrofan";6,65277777777778;0,0625;52;12;16;0,657142857142857
"6";"Milon";0,652777777777778;0,0588235294117647;61;11;17;0,657142857142857
"7";"Kutejkin";0,236111111111111;0,0555555555555556;29;10;18;0,657142857142857
"8";"Kamerdiner";0,111111111111111;0,037037037037037;4;3;27;0,657142857142857
"9";"Skotinin";2,61904761904762;0,0526315789473684;58;9;19;0,657142857142857
"10";"Starodum";4,74801587301587;0,0625;67;12;16;0,657142857142857
"11";"Tsyfirkin";0,236111111111111;0,0555555555555556;29;10;18;0,657142857142857
"12";"Sofja";4,34523809523809;0,0588235294117647;57;11;17;0,657142857142857
"13";"Trishka";0;0,0357142857142857;2;2;28;0,657142857142857
"14";"Vralman";2,80952380952381;0,0526315789473684;15;9;19;0,657142857142857
"15";"Sluga";0;0,037037037037037;3;3;27;0,657142857142857
