"";"name";"betweenness";"closeness";"strength";"degree";"average_distance";"graph_density"
"1";"PelagejaEgorovna";11,0245421245421;0,0588235294117647;53;17;17;0,764705882352941
"2";"Arina";2,12454212454212;0,0526315789473684;27;15;19;0,764705882352941
"3";"Egorushka";2,12454212454212;0,0526315789473684;24;15;19;0,764705882352941
"4";"Devushki";0,0769230769230769;0,0476190476190476;16;13;21;0,764705882352941
"5";"Starik";0;0,0384615384615385;8;8;26;0,764705882352941
"6";"AnnaIvanovna";0,476923076923077;0,05;38;14;20;0,764705882352941
"7";"Korshunov";0,4;0,0476190476190476;35;13;21;0,764705882352941
"8";"Guslin";9,61428571428571;0,0555555555555556;37;16;18;0,764705882352941
"9";"Liza";0,476923076923077;0,05;35;14;20;0,764705882352941
"10";"LjubimKarpych";0,0769230769230769;0,0416666666666667;19;10;24;0,764705882352941
"11";"GusliniMitja";0;0,03125;2;2;32;0,764705882352941
"12";"Razljuljaev";3,02454212454212;0,0555555555555556;49;16;18;0,764705882352941
"13";"LjubovGordeevna";0,476923076923077;0,05;58;14;20;0,764705882352941
"14";"Mitja";3,02454212454212;0,0555555555555556;52;16;18;0,764705882352941
"15";"GordejKarpych";0,476923076923077;0,05;40;14;20;0,764705882352941
"16";"Vozhak";0;0,0384615384615385;8;8;26;0,764705882352941
"17";"Masha";0,476923076923077;0,05;35;14;20;0,764705882352941
"18";"jagostja";2,12454212454212;0,0526315789473684;22;15;19;0,764705882352941
