"";"name";"betweenness";"closeness";"strength";"degree";"average_distance";"graph_density"
"1";"ArtemijFilippovich";39,8788739854916;0,015625;51;25;64;0,275757575757576
"2";"Gorodnichij";281,812904905552;0,0188679245283019;74;35;53;0,275757575757576
"3";"Bobchinskij";13,9053571428571;0,0133333333333333;31;14;75;0,275757575757576
"4";"ArtemijaFilippovicha";0;0,0128205128205128;16;16;78;0,275757575757576
"5";"Gostja";0;0,0128205128205128;16;16;78;0,275757575757576
"6";"AnnaAndreevna";66,7073493499964;0,0161290322580645;51;26;62;0,275757575757576
"7";"Mnogieizgostej";0;0,0128205128205128;16;16;78;0,275757575757576
"8";"Mishka";0;0,00862068965517241;1;1;116;0,275757575757576
"9";"Korobkin";27,7400793650794;0,0138888888888889;29;22;72;0,275757575757576
"10";"AmmosFedorovich";39,8788739854916;0,015625;47;25;64;0,275757575757576
"11";"LukaLukich";48,337207318825;0,015625;43;25;64;0,275757575757576
"12";"Golosgorodnichego";2;0,0121951219512195;9;9;82;0,275757575757576
"13";"Chastnogopristava";0;0,0128205128205128;16;16;78;0,275757575757576
"14";"Pochtmejster";13,8518790849673;0,0133333333333333;20;14;75;0,275757575757576
"15";"GolosDerzhimordy";0;0,00943396226415094;3;3;106;0,275757575757576
"16";"Hlestakov";168,613825145443;0,0151515151515152;48;23;66;0,275757575757576
"17";"MarjaAntonovna";30,7767722473605;0,0147058823529412;34;20;68;0,275757575757576
"18";"Chastnyjpristav";0;0,0128205128205128;17;16;78;0,275757575757576
"19";"Dobchinskij";5,59424603174603;0,0133333333333333;27;14;75;0,275757575757576
"20";"GolosHlestakova";0;0,0119047619047619;7;7;84;0,275757575757576
"21";"Bobchinskogo";0;0,0128205128205128;16;16;78;0,275757575757576
"22";"GolosOsipa";0;0,0119047619047619;7;7;84;0,275757575757576
"23";"GolosZemljaniki";0;0,0099009900990099;6;6;101;0,275757575757576
"24";"Ljuljukov";0;0,0087719298245614;2;2;114;0,275757575757576
"25";"Dobchinskogo";0;0,0128205128205128;16;16;78;0,275757575757576
"26";"Osip";107,300137362637;0,0136986301369863;25;18;73;0,275757575757576
"27";"Golosakuptsov";0;0,00943396226415094;3;3;106;0,275757575757576
"28";"Golosjamschika";0;0,0119047619047619;7;7;84;0,275757575757576
"29";"GolosBobchinskogo";0;0,0099009900990099;6;6;101;0,275757575757576
"30";"Slesarsha";0;0,00943396226415094;3;3;106;0,275757575757576
"31";"Odnaizdam";0;0,0120481927710843;11;11;83;0,275757575757576
"32";"Rastakovskij";0;0,0128205128205128;18;16;78;0,275757575757576
"33";"ZhenaKorobkina";27,7400793650794;0,0138888888888889;29;22;72;0,275757575757576
"34";"Golosadvuhzhenschin";0;0,00952380952380952;4;4;105;0,275757575757576
"35";"Kuptsy";3,32032967032967;0,0117647058823529;7;6;85;0,275757575757576
"36";"Derzhimorda";0;0,0104166666666667;1;1;96;0,275757575757576
"37";"Svistunov";0;0,0112359550561798;6;6;89;0,275757575757576
"38";"Vse";8,22175536881419;0,0125;23;14;80;0,275757575757576
"39";"Odinizkuptsov";3,32032967032967;0,0117647058823529;7;6;85;0,275757575757576
"40";"Sluga";0;0,0113636363636364;5;3;88;0,275757575757576
"41";"Unter-ofitsersha";0;0,00943396226415094;3;3;106;0,275757575757576
"42";"ZhenyKorobkina";0;0,0128205128205128;16;16;78;0,275757575757576
"43";"Zhenskiegolosa";0;0,0119047619047619;7;7;84;0,275757575757576
"44";"ZhenaLukiLukicha";0;0,010752688172043;2;2;93;0,275757575757576
"45";"Kvartalnyj";0;0,0105263157894737;2;2;95;0,275757575757576
