"";"name";"betweenness";"closeness";"strength";"degree";"average_distance";"graph_density"
"1";"DrugojChinovnik";0;0,0114942528735632;87;87;87;1
"2";"Tretij";0;0,0114942528735632;87;87;87;1
"3";"GospodinNeskolkobezzabotnyjNaschetliteratury";0;0,0114942528735632;87;87;87;1
"4";"GolosVNarode";0;0,0114942528735632;87;87;87;1
"5";"Kupets";0;0,0114942528735632;87;87;87;1
"6";"RaznyeGolosa";0;0,0114942528735632;87;87;87;1
"7";"Dvebekeshi";0;0,0114942528735632;87;87;87;1
"8";"OdinIzNaroda";0;0,0114942528735632;87;87;87;1
"9";"MuzhPervojDamy";0;0,0114942528735632;87;87;87;1
"10";"SvetskajaDama";0;0,0114942528735632;87;87;87;1
"11";"DrugojOfitser";0;0,0114942528735632;87;87;87;1
"12";"GolosKuptsa";0;0,0114942528735632;87;87;87;1
"13";"Chinovniksrednihlet";0;0,0114942528735632;87;87;87;1
"14";"DrugajaBekesha";0;0,0114942528735632;87;87;87;1
"15";"GospodinNizenkijINevzrachnyjNojadovitogoSvojstva";0;0,0114942528735632;87;87;87;1
"16";"ChinovnikRazgovorchivogoSvojstva";0;0,0114942528735632;87;87;87;1
"17";"GospodinB";0;0,0114942528735632;87;87;87;1
"18";"EscheLiterator";0;0,0114942528735632;87;87;87;1
"19";"Ofitser";0;0,0114942528735632;87;87;87;1
"20";"GolosserditogoChinovnikaNoKakvidnoOpytnogo";0;0,0114942528735632;87;87;87;1
"21";"GospodinSDrugojStoronyGruppy";0;0,0114942528735632;87;87;87;1
"22";"ChinovnikVazhnojNaruzhnosti";0;0,0114942528735632;87;87;87;1
"23";"GospodinDobrodushnogoSvojstva";0;0,0114942528735632;87;87;87;1
"24";"GospodinA";0;0,0114942528735632;87;87;87;1
"25";"AvtorPesy";0;0,0114942528735632;87;87;87;1
"26";"Avtor";0;0,0114942528735632;87;87;87;1
"27";"GospodinN";0;0,0114942528735632;87;87;87;1
"28";"Pervyj";0;0,0114942528735632;87;87;87;1
"29";"NeznakomyjSosed";0;0,0114942528735632;87;87;87;1
"30";"OdinChinovnik";0;0,0114942528735632;87;87;87;1
"31";"Pjatyj";0;0,0114942528735632;87;87;87;1
"32";"GospodinOtritsatelnogoSvojstva";0;0,0114942528735632;87;87;87;1
"33";"Muzhchinavofrake";0;0,0114942528735632;87;87;87;1
"34";"GolosGospodinaPooschritelnogoSvojstva";0;0,0114942528735632;87;87;87;1
"35";"Neznakomets";0;0,0114942528735632;87;87;87;1
"36";"GospodinDobrodushnyj";0;0,0114942528735632;87;87;87;1
"37";"MolodajaDama";0;0,0114942528735632;87;87;87;1
"38";"GospodaHoroshoOdetye";0;0,0114942528735632;87;87;87;1
"39";"Drugoj";0;0,0114942528735632;87;87;87;1
"40";"GospodinHladnokrovnogoSvojstva";0;0,0114942528735632;87;87;87;1
"41";"GolosVDrugomKontse";0;0,0114942528735632;87;87;87;1
"42";"Odin";0;0,0114942528735632;87;87;87;1
"43";"OchenSkromnoOdetyjChelovek";0;0,0114942528735632;87;87;87;1
"44";"MolodenkijChinovnik";0;0,0114942528735632;87;87;87;1
"45";"MolodenkijChinovnikUklonchivogoSvojstva";0;0,0114942528735632;87;87;87;1
"46";"GolosIzTolpy";0;0,0114942528735632;87;87;87;1
"47";"MuzhchinaVMundire";0;0,0114942528735632;87;87;87;1
"48";"NeizvestnoKakojChelovek";0;0,0114942528735632;87;87;87;1
"49";"GospodinHladnokrovnyj";0;0,0114942528735632;87;87;87;1
"50";"OtstavshijChinovnik";0;0,0114942528735632;87;87;87;1
"51";"Muzh";0;0,0114942528735632;87;87;87;1
"52";"Sinijarmjak";0;0,0114942528735632;87;87;87;1
"53";"GospodinP";0;0,0114942528735632;87;87;87;1
"54";"GospodinV";0;0,0114942528735632;87;87;87;1
"55";"GospodinVShineli";0;0,0114942528735632;87;87;87;1
"56";"GospodinBezzabotnyjNaschetliteratury";0;0,0114942528735632;87;87;87;1
"57";"PervyjCommeIlFaut";0;0,0114942528735632;87;87;87;1
"58";"DamaSrednegoSveta";0;0,0114942528735632;87;87;87;1
"59";"KnjazN";0;0,0114942528735632;87;87;87;1
"60";"GolosVOdnomkontseTolpy";0;0,0114942528735632;87;87;87;1
"61";"ProstoVral";0;0,0114942528735632;87;87;87;1
"62";"OdinIzGospod";0;0,0114942528735632;87;87;87;1
"63";"GolosDrugogoChinovnikaIzTolpy";0;0,0114942528735632;87;87;87;1
"64";"Literator";0;0,0114942528735632;87;87;87;1
"65";"NevzrachnyjNojadovitogoSvojstvaGospodin";0;0,0114942528735632;87;87;87;1
"66";"MuzhVtorojDamy";0;0,0114942528735632;87;87;87;1
"67";"KrasivyjiPlotnyjGospodin";0;0,0114942528735632;87;87;87;1
"68";"GospodinpolozhitelnogoSvojstva";0;0,0114942528735632;87;87;87;1
"69";"PervajaBekesha";0;0,0114942528735632;87;87;87;1
"70";"Voennyj";0;0,0114942528735632;87;87;87;1
"71";"PervyjOfitser";0;0,0114942528735632;87;87;87;1
"72";"PervajaDama";0;0,0114942528735632;87;87;87;1
"73";"Odinizdvuhzritelej";0;0,0114942528735632;87;87;87;1
"74";"GospodinSVesom";0;0,0114942528735632;87;87;87;1
"75";"TozhesvetskijChelovekPoplotnee";0;0,0114942528735632;87;87;87;1
"76";"VtorajaDama";0;0,0114942528735632;87;87;87;1
"77";"Chetvertyj";0;0,0114942528735632;87;87;87;1
"78";"DobrodushnyjChinovnik";0;0,0114942528735632;87;87;87;1
"79";"NevzrachnyjNoJadovitogoSvojstva—helovek";0;0,0114942528735632;87;87;87;1
"80";"Vtoroj";0;0,0114942528735632;87;87;87;1
"81";"OchenSkromnoOdetyjChelov";0;0,0114942528735632;87;87;87;1
"82";"Statskij";0;0,0114942528735632;87;87;87;1
"83";"NeizvestnyjGolos";0;0,0114942528735632;87;87;87;1
"84";"SvetskijChelovekSchegolevatoodetyj";0;0,0114942528735632;87;87;87;1
"85";"TretijGospodin";0;0,0114942528735632;87;87;87;1
"86";"VtorojCommeIlFaut";0;0,0114942528735632;87;87;87;1
"87";"VtorojGospodin";0;0,0114942528735632;87;87;87;1
"88";"π";0;0,0114942528735632;87;87;87;1
