"";"name";"betweenness";"closeness";"strength";"degree";"average_distance";"graph_density"
"1";"Dikoj";1,92857142857143;0,0333333333333333;27;14;30;0,656126482213439
"2";"Odiniznaroda";0;0,032258064516129;13;13;31;0,656126482213439
"3";"Boris";15,5285714285714;0,0454545454545455;43;22;22;0,656126482213439
"4";"Drugoj_1";0;0,032258064516129;13;13;31;0,656126482213439
"5";"Drugoj_2";0;0,032258064516129;13;13;31;0,656126482213439
"6";"Varvara";1,92857142857143;0,0333333333333333;35;14;30;0,656126482213439
"7";"Kabanova";15,5285714285714;0,0454545454545455;45;22;22;0,656126482213439
"8";"Kabanov";15,5285714285714;0,0454545454545455;45;22;22;0,656126482213439
"9";"Glasha";4;0,0357142857142857;25;16;28;0,656126482213439
"10";"Shapkin";0;0,0294117647058824;10;10;34;0,656126482213439
"11";"Katerina";15,5285714285714;0,0454545454545455;41;22;22;0,656126482213439
"12";"Kuligin";15,5285714285714;0,0454545454545455;40;22;22;0,656126482213439
"13";"Zhenschina";0;0,0294117647058824;10;10;34;0,656126482213439
"14";"Barynja";1,125;0,032258064516129;20;13;31;0,656126482213439
"15";"Odinizvozvrativshihsja";0;0,032258064516129;13;13;31;0,656126482213439
"16";"Feklusha";0,375;0,0303030303030303;22;11;33;0,656126482213439
"17";"Kudrjash";0;0,0294117647058824;13;10;34;0,656126482213439
"18";"pervyj_dejstvije_4";0;0,0294117647058824;10;10;34;0,656126482213439
"19";"Tretij";0;0,032258064516129;13;13;31;0,656126482213439
"20";"Neskolkogolosov";0;0,032258064516129;13;13;31;0,656126482213439
"21";"pervyj_dejstvije_5";0;0,032258064516129;13;13;31;0,656126482213439
"22";"vtoroj_dejstvije_4";0;0,0294117647058824;10;10;34;0,656126482213439
"23";"vtoroj_dejstvije_5";0;0,032258064516129;13;13;31;0,656126482213439
