"";"name";"betweenness";"closeness";"strength";"degree";"average_distance";"graph_density"
"1";"Aleshka";0;0,0526315789473684;23;15;19;0,849673202614379
"2";"Baron";1,28571428571429;0,0555555555555556;30;16;18;0,849673202614379
"3";"KrivojZob";4,33333333333333;0,0555555555555556;18;16;18;0,849673202614379
"4";"Akter";0;0,0526315789473684;23;15;19;0,849673202614379
"5";"Nastja";1,28571428571429;0,0555555555555556;30;16;18;0,849673202614379
"6";"Klesch";0;0,0526315789473684;23;15;19;0,849673202614379
"7";"Kvashnja";1,28571428571429;0,0555555555555556;22;16;18;0,849673202614379
"8";"Pepel";0;0,0526315789473684;15;15;19;0,849673202614379
"9";"Luka";1,28571428571429;0,0555555555555556;22;16;18;0,849673202614379
"10";"Bubnov";6,61904761904762;0,0588235294117647;33;17;17;0,849673202614379
"11";"Kostylev";1,28571428571429;0,0555555555555556;22;16;18;0,849673202614379
"12";"Anna";0;0,037037037037037;7;7;27;0,849673202614379
"13";"Natasha";0;0,0526315789473684;15;15;19;0,849673202614379
"14";"Medvedev";1,28571428571429;0,0555555555555556;30;16;18;0,849673202614379
"15";"Satin";0;0,0526315789473684;23;15;19;0,849673202614379
"16";"Tatarin";4,33333333333333;0,0555555555555556;26;16;18;0,849673202614379
"17";"BubnoviKrivojZob";0;0,032258064516129;3;3;31;0,849673202614379
"18";"Vasilisa";0;0,0526315789473684;15;15;19;0,849673202614379
