"";"name";"betweenness";"closeness";"strength";"degree";"average_distance";"graph_density"
"1";"Elena";4,00726817042607;0,0178571428571429;28;12;56;0,381512605042017
"2";"Junkera";0;0,0172413793103448;15;15;58;0,381512605042017
"3";"GolosMyshlaevskogo";1;0,015625;13;9;64;0,381512605042017
"4";"GolosTalberga";0;0,0140845070422535;7;7;71;0,381512605042017
"5";"Studzinskij";41,5647869674185;0,0222222222222222;36;23;45;0,381512605042017
"6";"Galanba";25,4624060150376;0,0192307692307692;23;21;52;0,381512605042017
"7";"Aleksej";42,440977443609;0,0222222222222222;30;23;45;0,381512605042017
"8";"Lariosik";4,00726817042607;0,0178571428571429;28;12;56;0,381512605042017
"9";"Nikolka";48,59335839599;0,0227272727272727;43;24;44;0,381512605042017
"10";"Kirpatyj";25,4624060150376;0,0192307692307692;23;21;52;0,381512605042017
"11";"Golosa";0;0,0144927536231884;8;8;69;0,381512605042017
"12";"Dezertir";0;0,0144927536231884;8;8;69;0,381512605042017
"13";"Pervyjofitser";0;0,0172413793103448;15;15;58;0,381512605042017
"14";"Dust";0;0,0123456790123457;5;5;81;0,381512605042017
"15";"Uragan";25,4624060150376;0,0192307692307692;23;21;52;0,381512605042017
"16";"Getman";0;0,0123456790123457;5;5;81;0,381512605042017
"17";"Shervinskij";147,050125313283;0,0192307692307692;26;16;52;0,381512605042017
"18";"GolosShervinskogo";0;0,0151515151515152;7;7;66;0,381512605042017
"19";"Nikolaj";0;0,0172413793103448;15;15;58;0,381512605042017
"20";"Myshlaevskij";48,59335839599;0,0227272727272727;43;24;44;0,381512605042017
"21";"Vtorojjunker";0;0,0172413793103448;15;15;58;0,381512605042017
"22";"Maksim";0;0,0172413793103448;15;15;58;0,381512605042017
"23";"Bolbotun";0;0,0144927536231884;8;8;69;0,381512605042017
"24";"Telefonist";0;0,0144927536231884;8;8;69;0,381512605042017
"25";"Pervyjjunker";0;0,0172413793103448;15;15;58;0,381512605042017
"26";"GolosNikolki";0;0,0166666666666667;8;8;60;0,381512605042017
"27";"Lakej";0;0,0123456790123457;5;5;81;0,381512605042017
"28";"Chelovekskorzinoj";0;0,0144927536231884;8;8;69;0,381512605042017
"29";"Tretijjunker";0;0,0172413793103448;15;15;58;0,381512605042017
"30";"Tretijofitser";0;0,0172413793103448;15;15;58;0,381512605042017
"31";"Shratt";0;0,0123456790123457;5;5;81;0,381512605042017
"32";"Vse";62,8699248120301;0,0192307692307692;16;16;52;0,381512605042017
"33";"Vtorojofitser";0;0,0172413793103448;15;15;58;0,381512605042017
"34";"Talberg";1,48571428571429;0,0158730158730159;14;10;63;0,381512605042017
"35";"Vrach";0;0,0123456790123457;5;5;81;0,381512605042017
